Time,Spring_0:a_end,Spring_0:b_end,FixedHook0:x,Ball0:x
2.48800,0.05000,1.38008,0.00000,1.48008
2.48900,0.05000,1.37907,0.00000,1.47907
2.49000,0.05000,1.37807,0.00000,1.47807
2.49100,0.05000,1.37706,0.00000,1.47706
2.49200,0.05000,1.37605,0.00000,1.47605
2.49300,0.05000,1.37504,0.00000,1.47504
2.49400,0.05000,1.37403,0.00000,1.47403
2.49500,0.05000,1.37303,0.00000,1.47303
2.49600,0.05000,1.37202,0.00000,1.47202
2.49700,0.05000,1.37101,0.00000,1.47101
2.49800,0.05000,1.37000,0.00000,1.47000
2.49900,0.05000,1.36899,0.00000,1.46899
2.50000,0.05000,1.36798,0.00000,1.46798
2.50100,0.05000,1.36697,0.00000,1.46697
2.50200,0.05000,1.36596,0.00000,1.46596
2.50300,0.05000,1.36494,0.00000,1.46494
2.50400,0.05000,1.36393,0.00000,1.46393
2.50500,0.05000,1.36292,0.00000,1.46292
2.50600,0.05000,1.36191,0.00000,1.46191
2.50700,0.05000,1.36090,0.00000,1.46090
2.50800,0.05000,1.35988,0.00000,1.45988
2.50900,0.05000,1.35887,0.00000,1.45887
2.51000,0.05000,1.35786,0.00000,1.45786
2.51100,0.05000,1.35684,0.00000,1.45684
2.51200,0.05000,1.35583,0.00000,1.45583
2.51300,0.05000,1.35481,0.00000,1.45481
2.51400,0.05000,1.35380,0.00000,1.45380
2.51500,0.05000,1.35278,0.00000,1.45278
2.51600,0.05000,1.35177,0.00000,1.45177
2.51700,0.05000,1.35075,0.00000,1.45075
2.51800,0.05000,1.34974,0.00000,1.44974
2.51900,0.05000,1.34872,0.00000,1.44872
2.52000,0.05000,1.34770,0.00000,1.44770
2.52100,0.05000,1.34669,0.00000,1.44669
2.52200,0.05000,1.34567,0.00000,1.44567
2.52300,0.05000,1.34465,0.00000,1.44465
2.52400,0.05000,1.34364,0.00000,1.44364
2.52500,0.05000,1.34262,0.00000,1.44262
2.52600,0.05000,1.34160,0.00000,1.44160
2.52700,0.05000,1.34058,0.00000,1.44058
2.52800,0.05000,1.33956,0.00000,1.43956
2.52900,0.05000,1.33854,0.00000,1.43854
2.53000,0.05000,1.33752,0.00000,1.43752
2.53100,0.05000,1.33650,0.00000,1.43650
2.53200,0.05000,1.33548,0.00000,1.43548
2.53300,0.05000,1.33446,0.00000,1.43446
2.53400,0.05000,1.33344,0.00000,1.43344
2.53500,0.05000,1.33242,0.00000,1.43242
2.53600,0.05000,1.33140,0.00000,1.43140
2.53700,0.05000,1.33038,0.00000,1.43038
2.53800,0.05000,1.32936,0.00000,1.42936
2.53900,0.05000,1.32834,0.00000,1.42834
2.54000,0.05000,1.32731,0.00000,1.42731
2.54100,0.05000,1.32629,0.00000,1.42629
2.54200,0.05000,1.32527,0.00000,1.42527
2.54300,0.05000,1.32424,0.00000,1.42424
2.54400,0.05000,1.32322,0.00000,1.42322
2.54500,0.05000,1.32220,0.00000,1.42220
2.54600,0.05000,1.32117,0.00000,1.42117
2.54700,0.05000,1.32015,0.00000,1.42015
2.54800,0.05000,1.31913,0.00000,1.41913
2.54900,0.05000,1.31810,0.00000,1.41810
2.55000,0.05000,1.31708,0.00000,1.41708
2.55100,0.05000,1.31605,0.00000,1.41605
2.55200,0.05000,1.31502,0.00000,1.41502
2.55300,0.05000,1.31400,0.00000,1.41400
2.55400,0.05000,1.31297,0.00000,1.41297
2.55500,0.05000,1.31195,0.00000,1.41195
2.55600,0.05000,1.31092,0.00000,1.41092
2.55700,0.05000,1.30989,0.00000,1.40989
2.55800,0.05000,1.30887,0.00000,1.40887
2.55900,0.05000,1.30784,0.00000,1.40784
2.56000,0.05000,1.30681,0.00000,1.40681
2.56100,0.05000,1.30578,0.00000,1.40578
2.56200,0.05000,1.30476,0.00000,1.40476
2.56300,0.05000,1.30373,0.00000,1.40373
2.56400,0.05000,1.30270,0.00000,1.40270
2.56500,0.05000,1.30167,0.00000,1.40167
2.56600,0.05000,1.30064,0.00000,1.40064
2.56700,0.05000,1.29961,0.00000,1.39961
2.56800,0.05000,1.29858,0.00000,1.39858
2.56900,0.05000,1.29755,0.00000,1.39755
2.57000,0.05000,1.29652,0.00000,1.39652
2.57100,0.05000,1.29549,0.00000,1.39549
2.57200,0.05000,1.29446,0.00000,1.39446
2.57300,0.05000,1.29343,0.00000,1.39343
2.57400,0.05000,1.29240,0.00000,1.39240
2.57500,0.05000,1.29137,0.00000,1.39137
2.57600,0.05000,1.29034,0.00000,1.39034
2.57700,0.05000,1.28930,0.00000,1.38930
2.57800,0.05000,1.28827,0.00000,1.38827
2.57900,0.05000,1.28724,0.00000,1.38724
2.58000,0.05000,1.28621,0.00000,1.38621
2.58100,0.05000,1.28517,0.00000,1.38517
2.58200,0.05000,1.28414,0.00000,1.38414
2.58300,0.05000,1.28311,0.00000,1.38311
2.58400,0.05000,1.28207,0.00000,1.38207
2.58500,0.05000,1.28104,0.00000,1.38104
2.58600,0.05000,1.28001,0.00000,1.38001
2.58700,0.05000,1.27897,0.00000,1.37897
2.58800,0.05000,1.27794,0.00000,1.37794
2.58900,0.05000,1.27690,0.00000,1.37690
2.59000,0.05000,1.27587,0.00000,1.37587
2.59100,0.05000,1.27483,0.00000,1.37483
2.59200,0.05000,1.27380,0.00000,1.37380
2.59300,0.05000,1.27276,0.00000,1.37276
2.59400,0.05000,1.27173,0.00000,1.37173
2.59500,0.05000,1.27069,0.00000,1.37069
2.59600,0.05000,1.26965,0.00000,1.36965
2.59700,0.05000,1.26862,0.00000,1.36862
2.59800,0.05000,1.26758,0.00000,1.36758
2.59900,0.05000,1.26654,0.00000,1.36654
2.60000,0.05000,1.26551,0.00000,1.36551
2.60100,0.05000,1.26447,0.00000,1.36447
2.60200,0.05000,1.26343,0.00000,1.36343
2.60300,0.05000,1.26239,0.00000,1.36239
2.60400,0.05000,1.26136,0.00000,1.36136
2.60500,0.05000,1.26032,0.00000,1.36032
2.60600,0.05000,1.25928,0.00000,1.35928
2.60700,0.05000,1.25824,0.00000,1.35824
2.60800,0.05000,1.25720,0.00000,1.35720
2.60900,0.05000,1.25616,0.00000,1.35616
2.61000,0.05000,1.25512,0.00000,1.35512
2.61100,0.05000,1.25409,0.00000,1.35409
2.61200,0.05000,1.25305,0.00000,1.35305
2.61300,0.05000,1.25201,0.00000,1.35201
2.61400,0.05000,1.25097,0.00000,1.35097
2.61500,0.05000,1.24993,0.00000,1.34993
2.61600,0.05000,1.24889,0.00000,1.34889
2.61700,0.05000,1.24784,0.00000,1.34784
2.61800,0.05000,1.24680,0.00000,1.34680
2.61900,0.05000,1.24576,0.00000,1.34576
2.62000,0.05000,1.24472,0.00000,1.34472
2.62100,0.05000,1.24368,0.00000,1.34368
2.62200,0.05000,1.24264,0.00000,1.34264
2.62300,0.05000,1.24160,0.00000,1.34160
2.62400,0.05000,1.24055,0.00000,1.34055
2.62500,0.05000,1.23951,0.00000,1.33951
2.62600,0.05000,1.23847,0.00000,1.33847
2.62700,0.05000,1.23743,0.00000,1.33743
2.62800,0.05000,1.23638,0.00000,1.33638
2.62900,0.05000,1.23534,0.00000,1.33534
2.63000,0.05000,1.23430,0.00000,1.33430
2.63100,0.05000,1.23326,0.00000,1.33326
2.63200,0.05000,1.23221,0.00000,1.33221
2.63300,0.05000,1.23117,0.00000,1.33117
2.63400,0.05000,1.23012,0.00000,1.33012
2.63500,0.05000,1.22908,0.00000,1.32908
2.63600,0.05000,1.22804,0.00000,1.32804
2.63700,0.05000,1.22699,0.00000,1.32699
2.63800,0.05000,1.22595,0.00000,1.32595
2.63900,0.05000,1.22490,0.00000,1.32490
2.64000,0.05000,1.22386,0.00000,1.32386
2.64100,0.05000,1.22281,0.00000,1.32281
2.64200,0.05000,1.22177,0.00000,1.32177
2.64300,0.05000,1.22072,0.00000,1.32072
2.64400,0.05000,1.21968,0.00000,1.31968
2.64500,0.05000,1.21863,0.00000,1.31863
2.64600,0.05000,1.21758,0.00000,1.31758
2.64700,0.05000,1.21654,0.00000,1.31654
2.64800,0.05000,1.21549,0.00000,1.31549
2.64900,0.05000,1.21445,0.00000,1.31445
2.65000,0.05000,1.21340,0.00000,1.31340
2.65100,0.05000,1.21235,0.00000,1.31235
2.65200,0.05000,1.21131,0.00000,1.31131
2.65300,0.05000,1.21026,0.00000,1.31026
2.65400,0.05000,1.20921,0.00000,1.30921
2.65500,0.05000,1.20816,0.00000,1.30816
2.65600,0.05000,1.20712,0.00000,1.30712
2.65700,0.05000,1.20607,0.00000,1.30607
2.65800,0.05000,1.20502,0.00000,1.30502
2.65900,0.05000,1.20397,0.00000,1.30397
2.66000,0.05000,1.20292,0.00000,1.30292
2.66100,0.05000,1.20188,0.00000,1.30188
2.66200,0.05000,1.20083,0.00000,1.30083
2.66300,0.05000,1.19978,0.00000,1.29978
2.66400,0.05000,1.19873,0.00000,1.29873
2.66500,0.05000,1.19768,0.00000,1.29768
2.66600,0.05000,1.19663,0.00000,1.29663
2.66700,0.05000,1.19558,0.00000,1.29558
2.66800,0.05000,1.19453,0.00000,1.29453
2.66900,0.05000,1.19348,0.00000,1.29348
2.67000,0.05000,1.19243,0.00000,1.29243
2.67100,0.05000,1.19139,0.00000,1.29139
2.67200,0.05000,1.19034,0.00000,1.29034
2.67300,0.05000,1.18929,0.00000,1.28929
2.67400,0.05000,1.18823,0.00000,1.28823
2.67500,0.05000,1.18718,0.00000,1.28718
2.67600,0.05000,1.18613,0.00000,1.28613
2.67700,0.05000,1.18508,0.00000,1.28508
2.67800,0.05000,1.18403,0.00000,1.28403
2.67900,0.05000,1.18298,0.00000,1.28298
2.68000,0.05000,1.18193,0.00000,1.28193
2.68100,0.05000,1.18088,0.00000,1.28088
2.68200,0.05000,1.17983,0.00000,1.27983
2.68300,0.05000,1.17878,0.00000,1.27878
2.68400,0.05000,1.17773,0.00000,1.27773
2.68500,0.05000,1.17667,0.00000,1.27667
2.68600,0.05000,1.17562,0.00000,1.27562
2.68700,0.05000,1.17457,0.00000,1.27457
2.68800,0.05000,1.17352,0.00000,1.27352
2.68900,0.05000,1.17247,0.00000,1.27247
2.69000,0.05000,1.17141,0.00000,1.27141
2.69100,0.05000,1.17036,0.00000,1.27036
2.69200,0.05000,1.16931,0.00000,1.26931
2.69300,0.05000,1.16826,0.00000,1.26826
2.69400,0.05000,1.16720,0.00000,1.26720
2.69500,0.05000,1.16615,0.00000,1.26615
2.69600,0.05000,1.16510,0.00000,1.26510
2.69700,0.05000,1.16404,0.00000,1.26404
2.69800,0.05000,1.16299,0.00000,1.26299
2.69900,0.05000,1.16194,0.00000,1.26194
2.70000,0.05000,1.16088,0.00000,1.26088
2.70100,0.05000,1.15983,0.00000,1.25983
2.70200,0.05000,1.15878,0.00000,1.25878
2.70300,0.05000,1.15772,0.00000,1.25772
2.70400,0.05000,1.15667,0.00000,1.25667
2.70500,0.05000,1.15561,0.00000,1.25561
2.70600,0.05000,1.15456,0.00000,1.25456
2.70700,0.05000,1.15351,0.00000,1.25351
2.70800,0.05000,1.15245,0.00000,1.25245
2.70900,0.05000,1.15140,0.00000,1.25140
2.71000,0.05000,1.15034,0.00000,1.25034
2.71100,0.05000,1.14929,0.00000,1.24929
2.71200,0.05000,1.14823,0.00000,1.24823
2.71300,0.05000,1.14718,0.00000,1.24718
2.71400,0.05000,1.14612,0.00000,1.24612
2.71500,0.05000,1.14507,0.00000,1.24507
2.71600,0.05000,1.14401,0.00000,1.24401
2.71700,0.05000,1.14296,0.00000,1.24296
2.71800,0.05000,1.14190,0.00000,1.24190
2.71900,0.05000,1.14085,0.00000,1.24085
2.72000,0.05000,1.13979,0.00000,1.23979
2.72100,0.05000,1.13874,0.00000,1.23874
2.72200,0.05000,1.13768,0.00000,1.23768
2.72300,0.05000,1.13663,0.00000,1.23663
2.72400,0.05000,1.13557,0.00000,1.23557
2.72500,0.05000,1.13451,0.00000,1.23451
2.72600,0.05000,1.13346,0.00000,1.23346
2.72700,0.05000,1.13240,0.00000,1.23240
2.72800,0.05000,1.13135,0.00000,1.23135
2.72900,0.05000,1.13029,0.00000,1.23029
2.73000,0.05000,1.12923,0.00000,1.22923
2.73100,0.05000,1.12818,0.00000,1.22818
2.73200,0.05000,1.12712,0.00000,1.22712
2.73300,0.05000,1.12606,0.00000,1.22606
2.73400,0.05000,1.12501,0.00000,1.22501
2.73500,0.05000,1.12395,0.00000,1.22395
2.73600,0.05000,1.12289,0.00000,1.22289
2.73700,0.05000,1.12184,0.00000,1.22184
2.73800,0.05000,1.12078,0.00000,1.22078
2.73900,0.05000,1.11972,0.00000,1.21972
2.74000,0.05000,1.11867,0.00000,1.21867
2.74100,0.05000,1.11761,0.00000,1.21761
2.74200,0.05000,1.11655,0.00000,1.21655
2.74300,0.05000,1.11549,0.00000,1.21549
2.74400,0.05000,1.11444,0.00000,1.21444
2.74500,0.05000,1.11338,0.00000,1.21338
2.74600,0.05000,1.11232,0.00000,1.21232
2.74700,0.05000,1.11126,0.00000,1.21126
2.74800,0.05000,1.11021,0.00000,1.21021
2.74900,0.05000,1.10915,0.00000,1.20915
2.75000,0.05000,1.10809,0.00000,1.20809
2.75100,0.05000,1.10703,0.00000,1.20703
2.75200,0.05000,1.10598,0.00000,1.20598
2.75300,0.05000,1.10492,0.00000,1.20492
2.75400,0.05000,1.10386,0.00000,1.20386
2.75500,0.05000,1.10280,0.00000,1.20280
2.75600,0.05000,1.10174,0.00000,1.20174
2.75700,0.05000,1.10069,0.00000,1.20069
2.75800,0.05000,1.09963,0.00000,1.19963
2.75900,0.05000,1.09857,0.00000,1.19857
2.76000,0.05000,1.09751,0.00000,1.19751
2.76100,0.05000,1.09645,0.00000,1.19645
2.76200,0.05000,1.09539,0.00000,1.19539
2.76300,0.05000,1.09434,0.00000,1.19434
2.76400,0.05000,1.09328,0.00000,1.19328
2.76500,0.05000,1.09222,0.00000,1.19222
2.76600,0.05000,1.09116,0.00000,1.19116
2.76700,0.05000,1.09010,0.00000,1.19010
2.76800,0.05000,1.08904,0.00000,1.18904
2.76900,0.05000,1.08798,0.00000,1.18798
2.77000,0.05000,1.08693,0.00000,1.18693
2.77100,0.05000,1.08587,0.00000,1.18587
2.77200,0.05000,1.08481,0.00000,1.18481
2.77300,0.05000,1.08375,0.00000,1.18375
2.77400,0.05000,1.08269,0.00000,1.18269
2.77500,0.05000,1.08163,0.00000,1.18163
2.77600,0.05000,1.08057,0.00000,1.18057
2.77700,0.05000,1.07951,0.00000,1.17951
2.77800,0.05000,1.07845,0.00000,1.17845
2.77900,0.05000,1.07740,0.00000,1.17740
2.78000,0.05000,1.07634,0.00000,1.17634
2.78100,0.05000,1.07528,0.00000,1.17528
2.78200,0.05000,1.07422,0.00000,1.17422
2.78300,0.05000,1.07316,0.00000,1.17316
2.78400,0.05000,1.07210,0.00000,1.17210
2.78500,0.05000,1.07104,0.00000,1.17104
2.78600,0.05000,1.06998,0.00000,1.16998
2.78700,0.05000,1.06892,0.00000,1.16892
2.78800,0.05000,1.06786,0.00000,1.16786
2.78900,0.05000,1.06680,0.00000,1.16680
2.79000,0.05000,1.06575,0.00000,1.16575
2.79100,0.05000,1.06469,0.00000,1.16469
2.79200,0.05000,1.06363,0.00000,1.16363
2.79300,0.05000,1.06257,0.00000,1.16257
2.79400,0.05000,1.06151,0.00000,1.16151
2.79500,0.05000,1.06045,0.00000,1.16045
2.79600,0.05000,1.05939,0.00000,1.15939
2.79700,0.05000,1.05833,0.00000,1.15833
2.79800,0.05000,1.05727,0.00000,1.15727
2.79900,0.05000,1.05621,0.00000,1.15621
2.80000,0.05000,1.05515,0.00000,1.15515
2.80100,0.05000,1.05409,0.00000,1.15409
2.80200,0.05000,1.05303,0.00000,1.15303
2.80300,0.05000,1.05197,0.00000,1.15197
2.80400,0.05000,1.05092,0.00000,1.15092
2.80500,0.05000,1.04986,0.00000,1.14986
2.80600,0.05000,1.04880,0.00000,1.14880
2.80700,0.05000,1.04774,0.00000,1.14774
2.80800,0.05000,1.04668,0.00000,1.14668
2.80900,0.05000,1.04562,0.00000,1.14562
2.81000,0.05000,1.04456,0.00000,1.14456
2.81100,0.05000,1.04350,0.00000,1.14350
2.81200,0.05000,1.04244,0.00000,1.14244
2.81300,0.05000,1.04138,0.00000,1.14138
2.81400,0.05000,1.04032,0.00000,1.14032
2.81500,0.05000,1.03926,0.00000,1.13926
2.81600,0.05000,1.03820,0.00000,1.13820
2.81700,0.05000,1.03714,0.00000,1.13714
2.81800,0.05000,1.03608,0.00000,1.13608
2.81900,0.05000,1.03503,0.00000,1.13503
2.82000,0.05000,1.03397,0.00000,1.13397
2.82100,0.05000,1.03291,0.00000,1.13291
2.82200,0.05000,1.03185,0.00000,1.13185
2.82300,0.05000,1.03079,0.00000,1.13079
2.82400,0.05000,1.02973,0.00000,1.12973
2.82500,0.05000,1.02867,0.00000,1.12867
2.82600,0.05000,1.02761,0.00000,1.12761
2.82700,0.05000,1.02655,0.00000,1.12655
2.82800,0.05000,1.02549,0.00000,1.12549
2.82900,0.05000,1.02443,0.00000,1.12443
2.83000,0.05000,1.02337,0.00000,1.12337
2.83100,0.05000,1.02232,0.00000,1.12232
2.83200,0.05000,1.02126,0.00000,1.12126
2.83300,0.05000,1.02020,0.00000,1.12020
2.83400,0.05000,1.01914,0.00000,1.11914
2.83500,0.05000,1.01808,0.00000,1.11808
2.83600,0.05000,1.01702,0.00000,1.11702
2.83700,0.05000,1.01596,0.00000,1.11596
2.83800,0.05000,1.01490,0.00000,1.11490
2.83900,0.05000,1.01384,0.00000,1.11384
2.84000,0.05000,1.01279,0.00000,1.11279
2.84100,0.05000,1.01173,0.00000,1.11173
2.84200,0.05000,1.01067,0.00000,1.11067
2.84300,0.05000,1.00961,0.00000,1.10961
2.84400,0.05000,1.00855,0.00000,1.10855
2.84500,0.05000,1.00749,0.00000,1.10749
2.84600,0.05000,1.00643,0.00000,1.10643
2.84700,0.05000,1.00538,0.00000,1.10538
2.84800,0.05000,1.00432,0.00000,1.10432
2.84900,0.05000,1.00326,0.00000,1.10326
2.85000,0.05000,1.00220,0.00000,1.10220
2.85100,0.05000,1.00114,0.00000,1.10114
2.85200,0.05000,1.00008,0.00000,1.10008
2.85300,0.05000,0.99903,0.00000,1.09903
2.85400,0.05000,0.99797,0.00000,1.09797
2.85500,0.05000,0.99691,0.00000,1.09691
2.85600,0.05000,0.99585,0.00000,1.09585
2.85700,0.05000,0.99479,0.00000,1.09479
2.85800,0.05000,0.99374,0.00000,1.09374
2.85900,0.05000,0.99268,0.00000,1.09268
2.86000,0.05000,0.99162,0.00000,1.09162
2.86100,0.05000,0.99056,0.00000,1.09056
2.86200,0.05000,0.98951,0.00000,1.08951
2.86300,0.05000,0.98845,0.00000,1.08845
2.86400,0.05000,0.98739,0.00000,1.08739
2.86500,0.05000,0.98633,0.00000,1.08633
2.86600,0.05000,0.98528,0.00000,1.08528
2.86700,0.05000,0.98422,0.00000,1.08422
2.86800,0.05000,0.98316,0.00000,1.08316
2.86900,0.05000,0.98210,0.00000,1.08210
2.87000,0.05000,0.98105,0.00000,1.08105
2.87100,0.05000,0.97999,0.00000,1.07999
2.87200,0.05000,0.97893,0.00000,1.07893
2.87300,0.05000,0.97788,0.00000,1.07788
2.87400,0.05000,0.97682,0.00000,1.07682
2.87500,0.05000,0.97576,0.00000,1.07576
2.87600,0.05000,0.97471,0.00000,1.07471
2.87700,0.05000,0.97365,0.00000,1.07365
2.87800,0.05000,0.97259,0.00000,1.07259
2.87900,0.05000,0.97154,0.00000,1.07154
2.88000,0.05000,0.97048,0.00000,1.07048
2.88100,0.05000,0.96942,0.00000,1.06942
2.88200,0.05000,0.96837,0.00000,1.06837
2.88300,0.05000,0.96731,0.00000,1.06731
2.88400,0.05000,0.96625,0.00000,1.06625
2.88500,0.05000,0.96520,0.00000,1.06520
2.88600,0.05000,0.96414,0.00000,1.06414
2.88700,0.05000,0.96309,0.00000,1.06309
2.88800,0.05000,0.96203,0.00000,1.06203
2.88900,0.05000,0.96098,0.00000,1.06098
2.89000,0.05000,0.95992,0.00000,1.05992
2.89100,0.05000,0.95886,0.00000,1.05886
2.89200,0.05000,0.95781,0.00000,1.05781
2.89300,0.05000,0.95675,0.00000,1.05675
2.89400,0.05000,0.95570,0.00000,1.05570
2.89500,0.05000,0.95464,0.00000,1.05464
2.89600,0.05000,0.95359,0.00000,1.05359
2.89700,0.05000,0.95253,0.00000,1.05253
2.89800,0.05000,0.95148,0.00000,1.05148
2.89900,0.05000,0.95042,0.00000,1.05042
2.90000,0.05000,0.94937,0.00000,1.04937
2.90100,0.05000,0.94831,0.00000,1.04831
2.90200,0.05000,0.94726,0.00000,1.04726
2.90300,0.05000,0.94621,0.00000,1.04621
2.90400,0.05000,0.94515,0.00000,1.04515
2.90500,0.05000,0.94410,0.00000,1.04410
2.90600,0.05000,0.94304,0.00000,1.04304
2.90700,0.05000,0.94199,0.00000,1.04199
2.90800,0.05000,0.94094,0.00000,1.04094
2.90900,0.05000,0.93988,0.00000,1.03988
2.91000,0.05000,0.93883,0.00000,1.03883
2.91100,0.05000,0.93778,0.00000,1.03778
2.91200,0.05000,0.93672,0.00000,1.03672
2.91300,0.05000,0.93567,0.00000,1.03567
2.91400,0.05000,0.93462,0.00000,1.03462
2.91500,0.05000,0.93356,0.00000,1.03356
2.91600,0.05000,0.93251,0.00000,1.03251
2.91700,0.05000,0.93146,0.00000,1.03146
2.91800,0.05000,0.93040,0.00000,1.03040
2.91900,0.05000,0.92935,0.00000,1.02935
2.92000,0.05000,0.92830,0.00000,1.02830
2.92100,0.05000,0.92725,0.00000,1.02725
2.92200,0.05000,0.92620,0.00000,1.02620
2.92300,0.05000,0.92514,0.00000,1.02514
2.92400,0.05000,0.92409,0.00000,1.02409
2.92500,0.05000,0.92304,0.00000,1.02304
2.92600,0.05000,0.92199,0.00000,1.02199
2.92700,0.05000,0.92094,0.00000,1.02094
2.92800,0.05000,0.91988,0.00000,1.01988
2.92900,0.05000,0.91883,0.00000,1.01883
2.93000,0.05000,0.91778,0.00000,1.01778
2.93100,0.05000,0.91673,0.00000,1.01673
2.93200,0.05000,0.91568,0.00000,1.01568
2.93300,0.05000,0.91463,0.00000,1.01463
2.93400,0.05000,0.91358,0.00000,1.01358
2.93500,0.05000,0.91253,0.00000,1.01253
2.93600,0.05000,0.91148,0.00000,1.01148
2.93700,0.05000,0.91043,0.00000,1.01043
2.93800,0.05000,0.90938,0.00000,1.00938
2.93900,0.05000,0.90833,0.00000,1.00833
2.94000,0.05000,0.90728,0.00000,1.00728
2.94100,0.05000,0.90623,0.00000,1.00623
2.94200,0.05000,0.90518,0.00000,1.00518
2.94300,0.05000,0.90413,0.00000,1.00413
2.94400,0.05000,0.90308,0.00000,1.00308
2.94500,0.05000,0.90203,0.00000,1.00203
2.94600,0.05000,0.90098,0.00000,1.00098
2.94700,0.05000,0.89993,0.00000,0.99993
2.94800,0.05000,0.89889,0.00000,0.99889
2.94900,0.05000,0.89784,0.00000,0.99784
2.95000,0.05000,0.89679,0.00000,0.99679
2.95100,0.05000,0.89574,0.00000,0.99574
2.95200,0.05000,0.89469,0.00000,0.99469
2.95300,0.05000,0.89365,0.00000,0.99365
2.95400,0.05000,0.89260,0.00000,0.99260
2.95500,0.05000,0.89155,0.00000,0.99155
2.95600,0.05000,0.89050,0.00000,0.99050
2.95700,0.05000,0.88946,0.00000,0.98946
2.95800,0.05000,0.88841,0.00000,0.98841
2.95900,0.05000,0.88736,0.00000,0.98736
2.96000,0.05000,0.88631,0.00000,0.98631
2.96100,0.05000,0.88527,0.00000,0.98527
2.96200,0.05000,0.88422,0.00000,0.98422
2.96300,0.05000,0.88318,0.00000,0.98318
2.96400,0.05000,0.88213,0.00000,0.98213
2.96500,0.05000,0.88108,0.00000,0.98108
2.96600,0.05000,0.88004,0.00000,0.98004
2.96700,0.05000,0.87899,0.00000,0.97899
2.96800,0.05000,0.87795,0.00000,0.97795
2.96900,0.05000,0.87690,0.00000,0.97690
2.97000,0.05000,0.87586,0.00000,0.97586
2.97100,0.05000,0.87481,0.00000,0.97481
2.97200,0.05000,0.87377,0.00000,0.97377
2.97300,0.05000,0.87272,0.00000,0.97272
2.97400,0.05000,0.87168,0.00000,0.97168
2.97500,0.05000,0.87063,0.00000,0.97063
2.97600,0.05000,0.86959,0.00000,0.96959
2.97700,0.05000,0.86855,0.00000,0.96855
2.97800,0.05000,0.86750,0.00000,0.96750
2.97900,0.05000,0.86646,0.00000,0.96646
2.98000,0.05000,0.86542,0.00000,0.96542
2.98100,0.05000,0.86437,0.00000,0.96437
2.98200,0.05000,0.86333,0.00000,0.96333
2.98300,0.05000,0.86229,0.00000,0.96229
2.98400,0.05000,0.86125,0.00000,0.96125
2.98500,0.05000,0.86020,0.00000,0.96020
2.98600,0.05000,0.85916,0.00000,0.95916
2.98700,0.05000,0.85812,0.00000,0.95812
2.98800,0.05000,0.85708,0.00000,0.95708
2.98900,0.05000,0.85604,0.00000,0.95604
2.99000,0.05000,0.85499,0.00000,0.95499
2.99100,0.05000,0.85395,0.00000,0.95395
2.99200,0.05000,0.85291,0.00000,0.95291
2.99300,0.05000,0.85187,0.00000,0.95187
2.99400,0.05000,0.85083,0.00000,0.95083
2.99500,0.05000,0.84979,0.00000,0.94979
2.99600,0.05000,0.84875,0.00000,0.94875
2.99700,0.05000,0.84771,0.00000,0.94771
2.99800,0.05000,0.84667,0.00000,0.94667
2.99900,0.05000,0.84563,0.00000,0.94563
3.00000,0.05000,0.84459,0.00000,0.94459
3.00100,0.05000,0.84355,0.00000,0.94355
3.00200,0.05000,0.84251,0.00000,0.94251
3.00300,0.05000,0.84147,0.00000,0.94147
3.00400,0.05000,0.84044,0.00000,0.94044
3.00500,0.05000,0.83940,0.00000,0.93940
3.00600,0.05000,0.83836,0.00000,0.93836
3.00700,0.05000,0.83732,0.00000,0.93732
3.00800,0.05000,0.83628,0.00000,0.93628
3.00900,0.05000,0.83525,0.00000,0.93525
3.01000,0.05000,0.83421,0.00000,0.93421
3.01100,0.05000,0.83317,0.00000,0.93317
3.01200,0.05000,0.83214,0.00000,0.93214
3.01300,0.05000,0.83110,0.00000,0.93110
3.01400,0.05000,0.83006,0.00000,0.93006
3.01500,0.05000,0.82903,0.00000,0.92903
3.01600,0.05000,0.82799,0.00000,0.92799
3.01700,0.05000,0.82695,0.00000,0.92695
3.01800,0.05000,0.82592,0.00000,0.92592
3.01900,0.05000,0.82488,0.00000,0.92488
3.02000,0.05000,0.82385,0.00000,0.92385
3.02100,0.05000,0.82281,0.00000,0.92281
3.02200,0.05000,0.82178,0.00000,0.92178
3.02300,0.05000,0.82075,0.00000,0.92075
3.02400,0.05000,0.81971,0.00000,0.91971
3.02500,0.05000,0.81868,0.00000,0.91868
3.02600,0.05000,0.81764,0.00000,0.91764
3.02700,0.05000,0.81661,0.00000,0.91661
3.02800,0.05000,0.81558,0.00000,0.91558
3.02900,0.05000,0.81454,0.00000,0.91454
3.03000,0.05000,0.81351,0.00000,0.91351
3.03100,0.05000,0.81248,0.00000,0.91248
3.03200,0.05000,0.81145,0.00000,0.91145
3.03300,0.05000,0.81041,0.00000,0.91041
3.03400,0.05000,0.80938,0.00000,0.90938
3.03500,0.05000,0.80835,0.00000,0.90835
3.03600,0.05000,0.80732,0.00000,0.90732
3.03700,0.05000,0.80629,0.00000,0.90629
3.03800,0.05000,0.80526,0.00000,0.90526
3.03900,0.05000,0.80423,0.00000,0.90423
3.04000,0.05000,0.80320,0.00000,0.90320
3.04100,0.05000,0.80217,0.00000,0.90217
3.04200,0.05000,0.80114,0.00000,0.90114
3.04300,0.05000,0.80011,0.00000,0.90011
3.04400,0.05000,0.79908,0.00000,0.89908
3.04500,0.05000,0.79805,0.00000,0.89805
