Time,Spring_0:a_end,Spring_0:b_end,Ball0:x,Ball1:x
5.55000,0.25032,1.24968,0.15032,1.34968
5.56000,0.25245,1.24755,0.15245,1.34755
5.57000,0.25457,1.24543,0.15457,1.34543
5.58000,0.25669,1.24331,0.15669,1.34331
5.59000,0.25881,1.24119,0.15881,1.34119
5.60000,0.26093,1.23907,0.16093,1.33907
5.61000,0.26305,1.23695,0.16305,1.33695
5.62000,0.26517,1.23483,0.16517,1.33483
5.63000,0.26728,1.23272,0.16728,1.33272
5.64000,0.26939,1.23061,0.16939,1.33061
5.65000,0.27149,1.22851,0.17149,1.32851
5.66000,0.27359,1.22641,0.17359,1.32641
5.67000,0.27569,1.22431,0.17569,1.32431
5.68000,0.27778,1.22222,0.17778,1.32222
5.69000,0.27986,1.22014,0.17986,1.32014
5.70000,0.28194,1.21806,0.18194,1.31806
5.71000,0.28401,1.21599,0.18401,1.31599
5.72000,0.28608,1.21392,0.18608,1.31392
5.73000,0.28813,1.21187,0.18813,1.31187
5.74000,0.29019,1.20981,0.19019,1.30981
5.75000,0.29223,1.20777,0.19223,1.30777
5.76000,0.29426,1.20574,0.19426,1.30574
5.77000,0.29629,1.20371,0.19629,1.30371
5.78000,0.29830,1.20170,0.19830,1.30170
5.79000,0.30031,1.19969,0.20031,1.29969
5.80000,0.30231,1.19769,0.20231,1.29769
5.81000,0.30429,1.19571,0.20429,1.29571
5.82000,0.30627,1.19373,0.20627,1.29373
5.83000,0.30823,1.19177,0.20823,1.29177
5.84000,0.31018,1.18982,0.21018,1.28982
5.85000,0.31212,1.18788,0.21212,1.28788
5.86000,0.31405,1.18595,0.21405,1.28595
5.87000,0.31597,1.18403,0.21597,1.28403
5.88000,0.31787,1.18213,0.21787,1.28213
5.89000,0.31976,1.18024,0.21976,1.28024
5.90000,0.32163,1.17837,0.22163,1.27837
5.91000,0.32349,1.17651,0.22349,1.27651
5.92000,0.32534,1.17466,0.22534,1.27466
5.93000,0.32717,1.17283,0.22717,1.27283
5.94000,0.32898,1.17102,0.22898,1.27102
5.95000,0.33078,1.16922,0.23078,1.26922
5.96000,0.33256,1.16744,0.23256,1.26744
5.97000,0.33433,1.16567,0.23433,1.26567
5.98000,0.33608,1.16392,0.23608,1.26392
5.99000,0.33781,1.16219,0.23781,1.26219
6.00000,0.33952,1.16048,0.23952,1.26048
6.01000,0.34122,1.15878,0.24122,1.25878
6.02000,0.34290,1.15710,0.24290,1.25710
6.03000,0.34456,1.15544,0.24456,1.25544
6.04000,0.34620,1.15380,0.24620,1.25380
6.05000,0.34782,1.15218,0.24782,1.25218
6.06000,0.34942,1.15058,0.24942,1.25058
6.07000,0.35101,1.14899,0.25101,1.24899
6.08000,0.35257,1.14743,0.25257,1.24743
6.09000,0.35411,1.14589,0.25411,1.24589
6.10000,0.35563,1.14437,0.25563,1.24437
6.11000,0.35713,1.14287,0.25713,1.24287
6.12000,0.35861,1.14139,0.25861,1.24139
6.13000,0.36007,1.13993,0.26007,1.23993
6.14000,0.36150,1.13850,0.26150,1.23850
6.15000,0.36291,1.13709,0.26291,1.23709
6.16000,0.36430,1.13570,0.26430,1.23570
6.17000,0.36567,1.13433,0.26567,1.23433
6.18000,0.36701,1.13299,0.26701,1.23299
6.19000,0.36833,1.13167,0.26833,1.23167
6.20000,0.36963,1.13037,0.26963,1.23037
6.21000,0.37090,1.12910,0.27090,1.22910
6.22000,0.37215,1.12785,0.27215,1.22785
6.23000,0.37338,1.12662,0.27338,1.22662
6.24000,0.37457,1.12543,0.27457,1.22543
6.25000,0.37575,1.12425,0.27575,1.22425
6.26000,0.37690,1.12310,0.27690,1.22310
6.27000,0.37802,1.12198,0.27802,1.22198
6.28000,0.37912,1.12088,0.27912,1.22088
6.29000,0.38019,1.11981,0.28019,1.21981
6.30000,0.38124,1.11876,0.28124,1.21876
6.31000,0.38226,1.11774,0.28226,1.21774
6.32000,0.38325,1.11675,0.28325,1.21675
6.33000,0.38422,1.11578,0.28422,1.21578
6.34000,0.38516,1.11484,0.28516,1.21484
6.35000,0.38608,1.11392,0.28608,1.21392
6.36000,0.38696,1.11304,0.28696,1.21304
6.37000,0.38782,1.11218,0.28782,1.21218
6.38000,0.38865,1.11135,0.28865,1.21135
6.39000,0.38945,1.11055,0.28945,1.21055
6.40000,0.39023,1.10977,0.29023,1.20977
6.41000,0.39098,1.10902,0.29098,1.20902
6.42000,0.39170,1.10830,0.29170,1.20830
6.43000,0.39239,1.10761,0.29239,1.20761
6.44000,0.39305,1.10695,0.29305,1.20695
6.45000,0.39368,1.10632,0.29368,1.20632
6.46000,0.39429,1.10571,0.29429,1.20571
6.47000,0.39487,1.10513,0.29487,1.20513
6.48000,0.39541,1.10459,0.29541,1.20459
6.49000,0.39593,1.10407,0.29593,1.20407
6.50000,0.39642,1.10358,0.29642,1.20358
6.51000,0.39688,1.10312,0.29688,1.20312
6.52000,0.39731,1.10269,0.29731,1.20269
6.53000,0.39771,1.10229,0.29771,1.20229
6.54000,0.39808,1.10192,0.29808,1.20192
6.55000,0.39842,1.10158,0.29842,1.20158
6.56000,0.39874,1.10126,0.29874,1.20126
6.57000,0.39902,1.10098,0.29902,1.20098
6.58000,0.39927,1.10073,0.29927,1.20073
6.59000,0.39949,1.10051,0.29949,1.20051
6.60000,0.39969,1.10031,0.29969,1.20031
6.61000,0.39985,1.10015,0.29985,1.20015
6.62000,0.39998,1.10002,0.29998,1.20002
6.63000,0.40009,1.09991,0.30009,1.19991
6.64000,0.40016,1.09984,0.30016,1.19984
6.65000,0.40020,1.09980,0.30020,1.19980
6.66000,0.40021,1.09979,0.30021,1.19979
6.67000,0.40020,1.09980,0.30020,1.19980
6.68000,0.40015,1.09985,0.30015,1.19985
6.69000,0.40007,1.09993,0.30007,1.19993
6.70000,0.39997,1.10003,0.29997,1.20003
6.71000,0.39983,1.10017,0.29983,1.20017
6.72000,0.39966,1.10034,0.29966,1.20034
6.73000,0.39946,1.10054,0.29946,1.20054
6.74000,0.39924,1.10076,0.29924,1.20076
6.75000,0.39898,1.10102,0.29898,1.20102
6.76000,0.39869,1.10131,0.29869,1.20131
6.77000,0.39838,1.10162,0.29838,1.20162
6.78000,0.39803,1.10197,0.29803,1.20197
6.79000,0.39765,1.10235,0.29765,1.20235
6.80000,0.39725,1.10275,0.29725,1.20275
6.81000,0.39681,1.10319,0.29681,1.20319
6.82000,0.39635,1.10365,0.29635,1.20365
6.83000,0.39586,1.10414,0.29586,1.20414
6.84000,0.39533,1.10467,0.29533,1.20467
6.85000,0.39478,1.10522,0.29478,1.20522
6.86000,0.39420,1.10580,0.29420,1.20580
6.87000,0.39359,1.10641,0.29359,1.20641
6.88000,0.39295,1.10705,0.29295,1.20705
6.89000,0.39229,1.10771,0.29229,1.20771
6.90000,0.39159,1.10841,0.29159,1.20841
6.91000,0.39087,1.10913,0.29087,1.20913
6.92000,0.39012,1.10988,0.29012,1.20988
6.93000,0.38934,1.11066,0.28934,1.21066
6.94000,0.38853,1.11147,0.28853,1.21147
6.95000,0.38769,1.11231,0.28769,1.21231
6.96000,0.38683,1.11317,0.28683,1.21317
6.97000,0.38594,1.11406,0.28594,1.21406
6.98000,0.38502,1.11498,0.28502,1.21498
6.99000,0.38408,1.11592,0.28408,1.21592
7.00000,0.38311,1.11689,0.28311,1.21689
7.01000,0.38211,1.11789,0.28211,1.21789
7.02000,0.38108,1.11892,0.28108,1.21892
7.03000,0.38003,1.11997,0.28003,1.21997
7.04000,0.37896,1.12104,0.27896,1.22104
7.05000,0.37785,1.12215,0.27785,1.22215
7.06000,0.37673,1.12327,0.27673,1.22327
7.07000,0.37557,1.12443,0.27557,1.22443
7.08000,0.37439,1.12561,0.27439,1.22561
7.09000,0.37319,1.12681,0.27319,1.22681
7.10000,0.37196,1.12804,0.27196,1.22804
7.11000,0.37071,1.12929,0.27071,1.22929
7.12000,0.36943,1.13057,0.26943,1.23057
7.13000,0.36813,1.13187,0.26813,1.23187
7.14000,0.36681,1.13319,0.26681,1.23319
7.15000,0.36546,1.13454,0.26546,1.23454
7.16000,0.36409,1.13591,0.26409,1.23591
7.17000,0.36270,1.13730,0.26270,1.23730
7.18000,0.36128,1.13872,0.26128,1.23872
7.19000,0.35984,1.14016,0.25984,1.24016
7.20000,0.35838,1.14162,0.25838,1.24162
7.21000,0.35690,1.14310,0.25690,1.24310
7.22000,0.35540,1.14460,0.25540,1.24460
7.23000,0.35387,1.14613,0.25387,1.24613
7.24000,0.35233,1.14767,0.25233,1.24767
7.25000,0.35076,1.14924,0.25076,1.24924
7.26000,0.34918,1.15082,0.24918,1.25082
7.27000,0.34757,1.15243,0.24757,1.25243
7.28000,0.34595,1.15405,0.24595,1.25405
7.29000,0.34430,1.15570,0.24430,1.25570
7.30000,0.34264,1.15736,0.24264,1.25736
7.31000,0.34096,1.15904,0.24096,1.25904
7.32000,0.33926,1.16074,0.23926,1.26074
7.33000,0.33754,1.16246,0.23754,1.26246
7.34000,0.33580,1.16420,0.23580,1.26420
7.35000,0.33405,1.16595,0.23405,1.26595
7.36000,0.33228,1.16772,0.23228,1.26772
7.37000,0.33050,1.16950,0.23050,1.26950
7.38000,0.32870,1.17130,0.22870,1.27130
7.39000,0.32688,1.17312,0.22688,1.27312
7.40000,0.32504,1.17496,0.22504,1.27496
7.41000,0.32320,1.17680,0.22320,1.27680
7.42000,0.32133,1.17867,0.22133,1.27867
7.43000,0.31946,1.18054,0.21946,1.28054
7.44000,0.31757,1.18243,0.21757,1.28243
7.45000,0.31566,1.18434,0.21566,1.28434
7.46000,0.31374,1.18626,0.21374,1.28626
7.47000,0.31181,1.18819,0.21181,1.28819
7.48000,0.30987,1.19013,0.20987,1.29013
7.49000,0.30792,1.19208,0.20792,1.29208
7.50000,0.30595,1.19405,0.20595,1.29405
7.51000,0.30397,1.19603,0.20397,1.29603
7.52000,0.30199,1.19801,0.20199,1.29801
7.53000,0.29999,1.20001,0.19999,1.30001
7.54000,0.29798,1.20202,0.19798,1.30202
7.55000,0.29596,1.20404,0.19596,1.30404
7.56000,0.29393,1.20607,0.19393,1.30607
7.57000,0.29190,1.20810,0.19190,1.30810
7.58000,0.28985,1.21015,0.18985,1.31015
7.59000,0.28780,1.21220,0.18780,1.31220
7.60000,0.28574,1.21426,0.18574,1.31426
7.61000,0.28367,1.21633,0.18367,1.31633
7.62000,0.28160,1.21840,0.18160,1.31840
7.63000,0.27952,1.22048,0.17952,1.32048
7.64000,0.27743,1.22257,0.17743,1.32257
7.65000,0.27534,1.22466,0.17534,1.32466
7.66000,0.27324,1.22676,0.17324,1.32676
7.67000,0.27114,1.22886,0.17114,1.32886
7.68000,0.26904,1.23096,0.16904,1.33096
7.69000,0.26693,1.23307,0.16693,1.33307
7.70000,0.26481,1.23519,0.16481,1.33519
7.71000,0.26270,1.23730,0.16270,1.33730
7.72000,0.26058,1.23942,0.16058,1.33942
7.73000,0.25846,1.24154,0.15846,1.34154
7.74000,0.25634,1.24366,0.15634,1.34366
7.75000,0.25421,1.24579,0.15421,1.34579
7.76000,0.25209,1.24791,0.15209,1.34791
7.77000,0.24996,1.25004,0.14996,1.35004
7.78000,0.24784,1.25216,0.14784,1.35216
7.79000,0.24571,1.25429,0.14571,1.35429
7.80000,0.24359,1.25641,0.14359,1.35641
7.81000,0.24147,1.25853,0.14147,1.35853
7.82000,0.23935,1.26065,0.13935,1.36065
7.83000,0.23723,1.26277,0.13723,1.36277
7.84000,0.23511,1.26489,0.13511,1.36489
7.85000,0.23300,1.26700,0.13300,1.36700
7.86000,0.23089,1.26911,0.13089,1.36911
7.87000,0.22878,1.27122,0.12878,1.37122
7.88000,0.22668,1.27332,0.12668,1.37332
7.89000,0.22459,1.27541,0.12459,1.37541
7.90000,0.22249,1.27751,0.12249,1.37751
7.91000,0.22041,1.27959,0.12041,1.37959
7.92000,0.21833,1.28167,0.11833,1.38167
7.93000,0.21625,1.28375,0.11625,1.38375
7.94000,0.21419,1.28581,0.11419,1.38581
7.95000,0.21213,1.28787,0.11213,1.38787
7.96000,0.21007,1.28993,0.11007,1.38993
7.97000,0.20803,1.29197,0.10803,1.39197
7.98000,0.20599,1.29401,0.10599,1.39401
7.99000,0.20397,1.29603,0.10397,1.39603
8.00000,0.20195,1.29805,0.10195,1.39805
8.01000,0.19994,1.30006,0.09994,1.40006
8.02000,0.19794,1.30206,0.09794,1.40206
8.03000,0.19595,1.30405,0.09595,1.40405
8.04000,0.19397,1.30603,0.09397,1.40603
8.05000,0.19201,1.30799,0.09201,1.40799
8.06000,0.19005,1.30995,0.09005,1.40995
8.07000,0.18811,1.31189,0.08811,1.41189
8.08000,0.18618,1.31382,0.08618,1.41382
8.09000,0.18426,1.31574,0.08426,1.41574
8.10000,0.18236,1.31764,0.08236,1.41764
8.11000,0.18047,1.31953,0.08047,1.41953
8.12000,0.17859,1.32141,0.07859,1.42141
8.13000,0.17673,1.32327,0.07673,1.42327
8.14000,0.17488,1.32512,0.07488,1.42512
8.15000,0.17305,1.32695,0.07305,1.42695
8.16000,0.17123,1.32877,0.07123,1.42877
8.17000,0.16943,1.33057,0.06943,1.43057
8.18000,0.16764,1.33236,0.06764,1.43236
8.19000,0.16587,1.33413,0.06587,1.43413
8.20000,0.16412,1.33588,0.06412,1.43588
8.21000,0.16238,1.33762,0.06238,1.43762
8.22000,0.16067,1.33933,0.06067,1.43933
8.23000,0.15897,1.34103,0.05897,1.44103
8.24000,0.15728,1.34272,0.05728,1.44272
8.25000,0.15562,1.34438,0.05562,1.44438
8.26000,0.15398,1.34602,0.05398,1.44602
8.27000,0.15235,1.34765,0.05235,1.44765
8.28000,0.15075,1.34925,0.05075,1.44925
8.29000,0.14916,1.35084,0.04916,1.45084
8.30000,0.14759,1.35241,0.04759,1.45241
8.31000,0.14605,1.35395,0.04605,1.45395
8.32000,0.14453,1.35547,0.04453,1.45547
8.33000,0.14302,1.35698,0.04302,1.45698
8.34000,0.14154,1.35846,0.04154,1.45846
8.35000,0.14008,1.35992,0.04008,1.45992
8.36000,0.13864,1.36136,0.03864,1.46136
8.37000,0.13723,1.36277,0.03723,1.46277
8.38000,0.13583,1.36417,0.03583,1.46417
8.39000,0.13446,1.36554,0.03446,1.46554
8.40000,0.13311,1.36689,0.03311,1.46689
8.41000,0.13179,1.36821,0.03179,1.46821
8.42000,0.13049,1.36951,0.03049,1.46951
8.43000,0.12921,1.37079,0.02921,1.47079
8.44000,0.12796,1.37204,0.02796,1.47204
8.45000,0.12673,1.37327,0.02673,1.47327
8.46000,0.12553,1.37447,0.02553,1.47447
8.47000,0.12435,1.37565,0.02435,1.47565
8.48000,0.12320,1.37680,0.02320,1.47680
8.49000,0.12207,1.37793,0.02207,1.47793
8.50000,0.12097,1.37903,0.02097,1.47903
8.51000,0.11989,1.38011,0.01989,1.48011
8.52000,0.11884,1.38116,0.01884,1.48116
8.53000,0.11782,1.38218,0.01782,1.48218
8.54000,0.11682,1.38318,0.01682,1.48318
8.55000,0.11585,1.38415,0.01585,1.48415
8.56000,0.11490,1.38510,0.01490,1.48510
8.57000,0.11399,1.38601,0.01399,1.48601
8.58000,0.11310,1.38690,0.01310,1.48690
8.59000,0.11223,1.38777,0.01223,1.48777
8.60000,0.11140,1.38860,0.01140,1.48860
8.61000,0.11059,1.38941,0.01059,1.48941
8.62000,0.10981,1.39019,0.00981,1.49019
8.63000,0.10906,1.39094,0.00906,1.49094
8.64000,0.10833,1.39167,0.00833,1.49167
8.65000,0.10764,1.39236,0.00764,1.49236
8.66000,0.10697,1.39303,0.00697,1.49303
8.67000,0.10634,1.39366,0.00634,1.49366
8.68000,0.10573,1.39427,0.00573,1.49427
8.69000,0.10515,1.39485,0.00515,1.49485
8.70000,0.10459,1.39541,0.00459,1.49541
8.71000,0.10407,1.39593,0.00407,1.49593
8.72000,0.10358,1.39642,0.00358,1.49642
8.73000,0.10311,1.39689,0.00311,1.49689
8.74000,0.10268,1.39732,0.00268,1.49732
8.75000,0.10227,1.39773,0.00227,1.49773
8.76000,0.10190,1.39810,0.00190,1.49810
8.77000,0.10155,1.39845,0.00155,1.49845
8.78000,0.10124,1.39876,0.00124,1.49876
8.79000,0.10095,1.39905,0.00095,1.49905
8.80000,0.10069,1.39931,0.00069,1.49931
8.81000,0.10047,1.39953,0.00047,1.49953
8.82000,0.10027,1.39973,0.00027,1.49973
8.83000,0.10010,1.39990,0.00010,1.49990
8.84000,0.09997,1.40003,-0.00003,1.50003
8.85000,0.09986,1.40014,-0.00014,1.50014
8.86000,0.09978,1.40022,-0.00022,1.50022
8.87000,0.09974,1.40026,-0.00026,1.50026
8.88000,0.09972,1.40028,-0.00028,1.50028
8.89000,0.09973,1.40027,-0.00027,1.50027
8.90000,0.09978,1.40022,-0.00022,1.50022
8.91000,0.09985,1.40015,-0.00015,1.50015
8.92000,0.09995,1.40005,-0.00005,1.50005
8.93000,0.10009,1.39991,0.00009,1.49991
8.94000,0.10025,1.39975,0.00025,1.49975
8.95000,0.10044,1.39956,0.00044,1.49956
8.96000,0.10067,1.39933,0.00067,1.49933
8.97000,0.10092,1.39908,0.00092,1.49908
8.98000,0.10120,1.39880,0.00120,1.49880
8.99000,0.10151,1.39849,0.00151,1.49849
9.00000,0.10186,1.39814,0.00186,1.49814
9.01000,0.10223,1.39777,0.00223,1.49777
9.02000,0.10263,1.39737,0.00263,1.49737
9.03000,0.10306,1.39694,0.00306,1.49694
9.04000,0.10352,1.39648,0.00352,1.49648
9.05000,0.10401,1.39599,0.00401,1.49599
9.06000,0.10453,1.39547,0.00453,1.49547
9.07000,0.10508,1.39492,0.00508,1.49492
9.08000,0.10565,1.39435,0.00565,1.49435
9.09000,0.10626,1.39374,0.00626,1.49374
9.10000,0.10690,1.39310,0.00690,1.49310
9.11000,0.10756,1.39244,0.00756,1.49244
9.12000,0.10825,1.39175,0.00825,1.49175
9.13000,0.10897,1.39103,0.00897,1.49103
9.14000,0.10972,1.39028,0.00972,1.49028
9.15000,0.11050,1.38950,0.01050,1.48950
9.16000,0.11130,1.38870,0.01130,1.48870
9.17000,0.11213,1.38787,0.01213,1.48787
9.18000,0.11299,1.38701,0.01299,1.48701
9.19000,0.11388,1.38612,0.01388,1.48612
9.20000,0.11479,1.38521,0.01479,1.48521
9.21000,0.11573,1.38427,0.01573,1.48427
9.22000,0.11670,1.38330,0.01670,1.48330
9.23000,0.11770,1.38230,0.01770,1.48230
9.24000,0.11872,1.38128,0.01872,1.48128
9.25000,0.11977,1.38023,0.01977,1.48023
9.26000,0.12084,1.37916,0.02084,1.47916
9.27000,0.12194,1.37806,0.02194,1.47806
9.28000,0.12306,1.37694,0.02306,1.47694
9.29000,0.12421,1.37579,0.02421,1.47579
9.30000,0.12539,1.37461,0.02539,1.47461
9.31000,0.12659,1.37341,0.02659,1.47341
9.32000,0.12782,1.37218,0.02782,1.47218
9.33000,0.12907,1.37093,0.02907,1.47093
9.34000,0.13034,1.36966,0.03034,1.46966
9.35000,0.13164,1.36836,0.03164,1.46836
9.36000,0.13296,1.36704,0.03296,1.46704
9.37000,0.13430,1.36570,0.03430,1.46570
9.38000,0.13567,1.36433,0.03567,1.46433
9.39000,0.13706,1.36294,0.03706,1.46294
9.40000,0.13848,1.36152,0.03848,1.46152
9.41000,0.13991,1.36009,0.03991,1.46009
9.42000,0.14137,1.35863,0.04137,1.45863
9.43000,0.14285,1.35715,0.04285,1.45715
9.44000,0.14435,1.35565,0.04435,1.45565
9.45000,0.14587,1.35413,0.04587,1.45413
9.46000,0.14742,1.35258,0.04742,1.45258
9.47000,0.14898,1.35102,0.04898,1.45102
9.48000,0.15056,1.34944,0.05056,1.44944
9.49000,0.15217,1.34783,0.05217,1.44783
9.50000,0.15379,1.34621,0.05379,1.44621
9.51000,0.15543,1.34457,0.05543,1.44457
9.52000,0.15709,1.34291,0.05709,1.44291
9.53000,0.15877,1.34123,0.05877,1.44123
9.54000,0.16047,1.33953,0.06047,1.43953
9.55000,0.16219,1.33781,0.06219,1.43781
9.56000,0.16392,1.33608,0.06392,1.43608
9.57000,0.16567,1.33433,0.06567,1.43433
9.58000,0.16744,1.33256,0.06744,1.43256
9.59000,0.16922,1.33078,0.06922,1.43078
9.60000,0.17103,1.32897,0.07103,1.42897
9.61000,0.17284,1.32716,0.07284,1.42716
9.62000,0.17467,1.32533,0.07467,1.42533
9.63000,0.17652,1.32348,0.07652,1.42348
9.64000,0.17838,1.32162,0.07838,1.42162
9.65000,0.18026,1.31974,0.08026,1.41974
9.66000,0.18215,1.31785,0.08215,1.41785
9.67000,0.18405,1.31595,0.08405,1.41595
9.68000,0.18597,1.31403,0.08597,1.41403
9.69000,0.18790,1.31210,0.08790,1.41210
9.70000,0.18984,1.31016,0.08984,1.41016
9.71000,0.19179,1.30821,0.09179,1.40821
9.72000,0.19376,1.30624,0.09376,1.40624
9.73000,0.19573,1.30427,0.09573,1.40427
9.74000,0.19772,1.30228,0.09772,1.40228
9.75000,0.19972,1.30028,0.09972,1.40028
9.76000,0.20173,1.29827,0.10173,1.39827
9.77000,0.20375,1.29625,0.10375,1.39625
9.78000,0.20577,1.29423,0.10577,1.39423
9.79000,0.20781,1.29219,0.10781,1.39219
9.80000,0.20985,1.29015,0.10985,1.39015
9.81000,0.21191,1.28809,0.11191,1.38809
9.82000,0.21397,1.28603,0.11397,1.38603
9.83000,0.21603,1.28397,0.11603,1.38397
9.84000,0.21811,1.28189,0.11811,1.38189
9.85000,0.22019,1.27981,0.12019,1.37981
9.86000,0.22227,1.27773,0.12227,1.37773
9.87000,0.22437,1.27563,0.12437,1.37563
9.88000,0.22646,1.27354,0.12646,1.37354
9.89000,0.22857,1.27143,0.12857,1.37143
9.90000,0.23067,1.26933,0.13067,1.36933
9.91000,0.23278,1.26722,0.13278,1.36722
9.92000,0.23490,1.26510,0.13490,1.36510
9.93000,0.23701,1.26299,0.13701,1.36299
9.94000,0.23913,1.26087,0.13913,1.36087
9.95000,0.24125,1.25875,0.14125,1.35875
9.96000,0.24337,1.25663,0.14337,1.35663
9.97000,0.24550,1.25450,0.14550,1.35450
9.98000,0.24762,1.25238,0.14762,1.35238
9.99000,0.24975,1.25025,0.14975,1.35025
10.00000,0.25188,1.24812,0.15188,1.34812
10.01000,0.25400,1.24600,0.15400,1.34600
10.02000,0.25613,1.24387,0.15613,1.34387
10.03000,0.25825,1.24175,0.15825,1.34175
10.04000,0.26037,1.23963,0.16037,1.33963
10.05000,0.26249,1.23751,0.16249,1.33751
10.06000,0.26461,1.23539,0.16461,1.33539
10.07000,0.26672,1.23328,0.16672,1.33328
10.08000,0.26883,1.23117,0.16883,1.33117
10.09000,0.27094,1.22906,0.17094,1.32906
10.10000,0.27304,1.22696,0.17304,1.32696
10.11000,0.27514,1.22486,0.17514,1.32486
10.12000,0.27724,1.22276,0.17724,1.32276
10.13000,0.27932,1.22068,0.17932,1.32068
10.14000,0.28141,1.21859,0.18141,1.31859
10.15000,0.28348,1.21652,0.18348,1.31652
10.16000,0.28555,1.21445,0.18555,1.31445
10.17000,0.28761,1.21239,0.18761,1.31239
10.18000,0.28967,1.21033,0.18967,1.31033
10.19000,0.29171,1.20829,0.19171,1.30829
10.20000,0.29375,1.20625,0.19375,1.30625
10.21000,0.29578,1.20422,0.19578,1.30422
10.22000,0.29780,1.20220,0.19780,1.30220
10.23000,0.29981,1.20019,0.19981,1.30019
10.24000,0.30181,1.19819,0.20181,1.29819
10.25000,0.30380,1.19620,0.20380,1.29620
10.26000,0.30578,1.19422,0.20578,1.29422
10.27000,0.30775,1.19225,0.20775,1.29225
10.28000,0.30971,1.19029,0.20971,1.29029
10.29000,0.31166,1.18834,0.21166,1.28834
10.30000,0.31359,1.18641,0.21359,1.28641
10.31000,0.31551,1.18449,0.21551,1.28449
10.32000,0.31742,1.18258,0.21742,1.28258
10.33000,0.31931,1.18069,0.21931,1.28069
10.34000,0.32119,1.17881,0.22119,1.27881
10.35000,0.32305,1.17695,0.22305,1.27695
10.36000,0.32491,1.17509,0.22491,1.27509
10.37000,0.32674,1.17326,0.22674,1.27326
10.38000,0.32856,1.17144,0.22856,1.27144
10.39000,0.33037,1.16963,0.23037,1.26963
10.40000,0.33216,1.16784,0.23216,1.26784
10.41000,0.33393,1.16607,0.23393,1.26607
10.42000,0.33568,1.16432,0.23568,1.26432
10.43000,0.33742,1.16258,0.23742,1.26258
10.44000,0.33914,1.16086,0.23914,1.26086
10.45000,0.34085,1.15915,0.24085,1.25915
10.46000,0.34253,1.15747,0.24253,1.25747
10.47000,0.34420,1.15580,0.24420,1.25580
10.48000,0.34584,1.15416,0.24584,1.25416
10.49000,0.34747,1.15253,0.24747,1.25253
10.50000,0.34908,1.15092,0.24908,1.25092
10.51000,0.35067,1.14933,0.25067,1.24933
10.52000,0.35224,1.14776,0.25224,1.24776
10.53000,0.35379,1.14621,0.25379,1.24621
10.54000,0.35532,1.14468,0.25532,1.24468
10.55000,0.35682,1.14318,0.25682,1.24318
10.56000,0.35831,1.14169,0.25831,1.24169
10.57000,0.35977,1.14023,0.25977,1.24023
10.58000,0.36121,1.13879,0.26121,1.23879
10.59000,0.36263,1.13737,0.26263,1.23737
10.60000,0.36403,1.13597,0.26403,1.23597
10.61000,0.36541,1.13459,0.26541,1.23459
10.62000,0.36676,1.13324,0.26676,1.23324
10.63000,0.36808,1.13192,0.26808,1.23192
10.64000,0.36939,1.13061,0.26939,1.23061
10.65000,0.37067,1.12933,0.27067,1.22933
10.66000,0.37193,1.12807,0.27193,1.22807
10.67000,0.37316,1.12684,0.27316,1.22684
10.68000,0.37436,1.12564,0.27436,1.22564
10.69000,0.37555,1.12445,0.27555,1.22445
10.70000,0.37670,1.12330,0.27670,1.22330
10.71000,0.37784,1.12216,0.27784,1.22216
10.72000,0.37894,1.12106,0.27894,1.22106
10.73000,0.38002,1.11998,0.28002,1.21998
10.74000,0.38108,1.11892,0.28108,1.21892
10.75000,0.38211,1.11789,0.28211,1.21789
10.76000,0.38311,1.11689,0.28311,1.21689
10.77000,0.38408,1.11592,0.28408,1.21592
10.78000,0.38503,1.11497,0.28503,1.21497
10.79000,0.38595,1.11405,0.28595,1.21405
10.80000,0.38685,1.11315,0.28685,1.21315
10.81000,0.38771,1.11229,0.28771,1.21229
10.82000,0.38855,1.11145,0.28855,1.21145
10.83000,0.38937,1.11063,0.28937,1.21063
10.84000,0.39015,1.10985,0.29015,1.20985
10.85000,0.39090,1.10910,0.29090,1.20910
10.86000,0.39163,1.10837,0.29163,1.20837
10.87000,0.39233,1.10767,0.29233,1.20767
10.88000,0.39300,1.10700,0.29300,1.20700
10.89000,0.39364,1.10636,0.29364,1.20636
10.90000,0.39426,1.10574,0.29426,1.20574
10.91000,0.39484,1.10516,0.29484,1.20516
10.92000,0.39540,1.10460,0.29540,1.20460
10.93000,0.39592,1.10408,0.29592,1.20408
10.94000,0.39642,1.10358,0.29642,1.20358
10.95000,0.39689,1.10311,0.29689,1.20311
10.96000,0.39733,1.10267,0.29733,1.20267
10.97000,0.39774,1.10226,0.29774,1.20226
10.98000,0.39812,1.10188,0.29812,1.20188
10.99000,0.39847,1.10153,0.29847,1.20153
11.00000,0.39879,1.10121,0.29879,1.20121
11.01000,0.39908,1.10092,0.29908,1.20092
11.02000,0.39934,1.10066,0.29934,1.20066
11.03000,0.39957,1.10043,0.29957,1.20043
11.04000,0.39977,1.10023,0.29977,1.20023
11.05000,0.39994,1.10006,0.29994,1.20006
11.06000,0.40008,1.09992,0.30008,1.19992
11.07000,0.40019,1.09981,0.30019,1.19981
11.08000,0.40028,1.09972,0.30028,1.19972
11.09000,0.40033,1.09967,0.30033,1.19967
11.10000,0.40035,1.09965,0.30035,1.19965
11.11000,0.40034,1.09966,0.30034,1.19966
11.12000,0.40030,1.09970,0.30030,1.19970
