Time,Spring_0:a_end,Spring_0:b_end,FixedHook0:x,Block0:x
0.56000,0.05000,1.38849,0.00000,1.43849
0.57000,0.05000,1.38636,0.00000,1.43636
0.58000,0.05000,1.38418,0.00000,1.43418
0.59000,0.05000,1.38198,0.00000,1.43198
0.60000,0.05000,1.37974,0.00000,1.42974
0.61000,0.05000,1.37747,0.00000,1.42747
0.62000,0.05000,1.37517,0.00000,1.42517
0.63000,0.05000,1.37284,0.00000,1.42284
0.64000,0.05000,1.37047,0.00000,1.42047
0.65000,0.05000,1.36807,0.00000,1.41807
0.66000,0.05000,1.36564,0.00000,1.41564
0.67000,0.05000,1.36318,0.00000,1.41318
0.68000,0.05000,1.36069,0.00000,1.41069
0.69000,0.05000,1.35817,0.00000,1.40817
0.70000,0.05000,1.35562,0.00000,1.40562
0.71000,0.05000,1.35303,0.00000,1.40303
0.72000,0.05000,1.35042,0.00000,1.40042
0.73000,0.05000,1.34778,0.00000,1.39778
0.74000,0.05000,1.34510,0.00000,1.39510
0.75000,0.05000,1.34240,0.00000,1.39240
0.76000,0.05000,1.33967,0.00000,1.38967
0.77000,0.05000,1.33691,0.00000,1.38691
0.78000,0.05000,1.33412,0.00000,1.38412
0.79000,0.05000,1.33131,0.00000,1.38131
0.80000,0.05000,1.32846,0.00000,1.37846
0.81000,0.05000,1.32559,0.00000,1.37559
0.82000,0.05000,1.32269,0.00000,1.37269
0.83000,0.05000,1.31977,0.00000,1.36977
0.84000,0.05000,1.31682,0.00000,1.36682
0.85000,0.05000,1.31384,0.00000,1.36384
0.86000,0.05000,1.31083,0.00000,1.36083
0.87000,0.05000,1.30780,0.00000,1.35780
0.88000,0.05000,1.30475,0.00000,1.35475
0.89000,0.05000,1.30166,0.00000,1.35166
0.90000,0.05000,1.29856,0.00000,1.34856
0.91000,0.05000,1.29543,0.00000,1.34543
0.92000,0.05000,1.29227,0.00000,1.34227
0.93000,0.05000,1.28909,0.00000,1.33909
0.94000,0.05000,1.28589,0.00000,1.33589
0.95000,0.05000,1.28266,0.00000,1.33266
0.96000,0.05000,1.27941,0.00000,1.32941
0.97000,0.05000,1.27614,0.00000,1.32614
0.98000,0.05000,1.27285,0.00000,1.32285
0.99000,0.05000,1.26953,0.00000,1.31953
1.00000,0.05000,1.26619,0.00000,1.31619
1.01000,0.05000,1.26283,0.00000,1.31283
1.02000,0.05000,1.25945,0.00000,1.30945
1.03000,0.05000,1.25605,0.00000,1.30605
1.04000,0.05000,1.25263,0.00000,1.30263
1.05000,0.05000,1.24919,0.00000,1.29919
1.06000,0.05000,1.24572,0.00000,1.29572
1.07000,0.05000,1.24224,0.00000,1.29224
1.08000,0.05000,1.23874,0.00000,1.28874
1.09000,0.05000,1.23522,0.00000,1.28522
1.10000,0.05000,1.23169,0.00000,1.28169
1.11000,0.05000,1.22813,0.00000,1.27813
1.12000,0.05000,1.22456,0.00000,1.27456
1.13000,0.05000,1.22097,0.00000,1.27097
1.14000,0.05000,1.21736,0.00000,1.26736
1.15000,0.05000,1.21374,0.00000,1.26374
1.16000,0.05000,1.21010,0.00000,1.26010
1.17000,0.05000,1.20644,0.00000,1.25644
1.18000,0.05000,1.20277,0.00000,1.25277
1.19000,0.05000,1.19908,0.00000,1.24908
1.20000,0.05000,1.19538,0.00000,1.24538
1.21000,0.05000,1.19167,0.00000,1.24167
1.22000,0.05000,1.18794,0.00000,1.23794
1.23000,0.05000,1.18419,0.00000,1.23419
1.24000,0.05000,1.18044,0.00000,1.23044
1.25000,0.05000,1.17667,0.00000,1.22667
1.26000,0.05000,1.17289,0.00000,1.22289
1.27000,0.05000,1.16909,0.00000,1.21909
1.28000,0.05000,1.16529,0.00000,1.21529
1.29000,0.05000,1.16147,0.00000,1.21147
1.30000,0.05000,1.15764,0.00000,1.20764
1.31000,0.05000,1.15380,0.00000,1.20380
1.32000,0.05000,1.14995,0.00000,1.19995
1.33000,0.05000,1.14609,0.00000,1.19609
1.34000,0.05000,1.14222,0.00000,1.19222
1.35000,0.05000,1.13835,0.00000,1.18835
1.36000,0.05000,1.13446,0.00000,1.18446
1.37000,0.05000,1.13056,0.00000,1.18056
1.38000,0.05000,1.12666,0.00000,1.17666
1.39000,0.05000,1.12275,0.00000,1.17275
1.40000,0.05000,1.11883,0.00000,1.16883
1.41000,0.05000,1.11491,0.00000,1.16491
1.42000,0.05000,1.11098,0.00000,1.16098
1.43000,0.05000,1.10704,0.00000,1.15704
1.44000,0.05000,1.10310,0.00000,1.15310
1.45000,0.05000,1.09915,0.00000,1.14915
1.46000,0.05000,1.09520,0.00000,1.14520
1.47000,0.05000,1.09124,0.00000,1.14124
1.48000,0.05000,1.08728,0.00000,1.13728
1.49000,0.05000,1.08331,0.00000,1.13331
1.50000,0.05000,1.07934,0.00000,1.12934
1.51000,0.05000,1.07537,0.00000,1.12537
1.52000,0.05000,1.07140,0.00000,1.12140
1.53000,0.05000,1.06742,0.00000,1.11742
1.54000,0.05000,1.06344,0.00000,1.11344
1.55000,0.05000,1.05946,0.00000,1.10946
1.56000,0.05000,1.05548,0.00000,1.10548
1.57000,0.05000,1.05150,0.00000,1.10150
1.58000,0.05000,1.04752,0.00000,1.09752
1.59000,0.05000,1.04354,0.00000,1.09354
1.60000,0.05000,1.03956,0.00000,1.08956
1.61000,0.05000,1.03558,0.00000,1.08558
1.62000,0.05000,1.03161,0.00000,1.08161
1.63000,0.05000,1.02763,0.00000,1.07763
1.64000,0.05000,1.02366,0.00000,1.07366
1.65000,0.05000,1.01969,0.00000,1.06969
1.66000,0.05000,1.01572,0.00000,1.06572
1.67000,0.05000,1.01175,0.00000,1.06175
1.68000,0.05000,1.00779,0.00000,1.05779
1.69000,0.05000,1.00384,0.00000,1.05384
1.70000,0.05000,0.99988,0.00000,1.04988
1.71000,0.05000,0.99594,0.00000,1.04594
1.72000,0.05000,0.99200,0.00000,1.04200
1.73000,0.05000,0.98806,0.00000,1.03806
1.74000,0.05000,0.98413,0.00000,1.03413
1.75000,0.05000,0.98021,0.00000,1.03021
1.76000,0.05000,0.97629,0.00000,1.02629
1.77000,0.05000,0.97238,0.00000,1.02238
1.78000,0.05000,0.96848,0.00000,1.01848
1.79000,0.05000,0.96459,0.00000,1.01459
1.80000,0.05000,0.96070,0.00000,1.01070
1.81000,0.05000,0.95683,0.00000,1.00683
1.82000,0.05000,0.95296,0.00000,1.00296
1.83000,0.05000,0.94910,0.00000,0.99910
1.84000,0.05000,0.94525,0.00000,0.99525
1.85000,0.05000,0.94142,0.00000,0.99142
1.86000,0.05000,0.93759,0.00000,0.98759
1.87000,0.05000,0.93378,0.00000,0.98378
1.88000,0.05000,0.92997,0.00000,0.97997
1.89000,0.05000,0.92618,0.00000,0.97618
1.90000,0.05000,0.92240,0.00000,0.97240
1.91000,0.05000,0.91863,0.00000,0.96863
1.92000,0.05000,0.91488,0.00000,0.96488
1.93000,0.05000,0.91114,0.00000,0.96114
1.94000,0.05000,0.90741,0.00000,0.95741
1.95000,0.05000,0.90370,0.00000,0.95370
1.96000,0.05000,0.90000,0.00000,0.95000
1.97000,0.05000,0.89632,0.00000,0.94632
1.98000,0.05000,0.89265,0.00000,0.94265
1.99000,0.05000,0.88900,0.00000,0.93900
2.00000,0.05000,0.88536,0.00000,0.93536
2.01000,0.05000,0.88174,0.00000,0.93174
2.02000,0.05000,0.87814,0.00000,0.92814
2.03000,0.05000,0.87455,0.00000,0.92455
2.04000,0.05000,0.87098,0.00000,0.92098
2.05000,0.05000,0.86743,0.00000,0.91743
2.06000,0.05000,0.86390,0.00000,0.91390
2.07000,0.05000,0.86038,0.00000,0.91038
2.08000,0.05000,0.85689,0.00000,0.90689
2.09000,0.05000,0.85341,0.00000,0.90341
2.10000,0.05000,0.84995,0.00000,0.89995
2.11000,0.05000,0.84651,0.00000,0.89651
2.12000,0.05000,0.84309,0.00000,0.89309
2.13000,0.05000,0.83970,0.00000,0.88970
2.14000,0.05000,0.83632,0.00000,0.88632
2.15000,0.05000,0.83297,0.00000,0.88297
2.16000,0.05000,0.82963,0.00000,0.87963
2.17000,0.05000,0.82632,0.00000,0.87632
2.18000,0.05000,0.82303,0.00000,0.87303
2.19000,0.05000,0.81976,0.00000,0.86976
2.20000,0.05000,0.81652,0.00000,0.86652
2.21000,0.05000,0.81330,0.00000,0.86330
2.22000,0.05000,0.81010,0.00000,0.86010
2.23000,0.05000,0.80692,0.00000,0.85692
2.24000,0.05000,0.80377,0.00000,0.85377
2.25000,0.05000,0.80065,0.00000,0.85065
2.26000,0.05000,0.79755,0.00000,0.84755
2.27000,0.05000,0.79447,0.00000,0.84447
2.28000,0.05000,0.79142,0.00000,0.84142
2.29000,0.05000,0.78839,0.00000,0.83839
2.30000,0.05000,0.78539,0.00000,0.83539
2.31000,0.05000,0.78242,0.00000,0.83242
2.32000,0.05000,0.77947,0.00000,0.82947
2.33000,0.05000,0.77655,0.00000,0.82655
2.34000,0.05000,0.77366,0.00000,0.82366
2.35000,0.05000,0.77079,0.00000,0.82079
2.36000,0.05000,0.76796,0.00000,0.81796
2.37000,0.05000,0.76515,0.00000,0.81515
2.38000,0.05000,0.76236,0.00000,0.81236
2.39000,0.05000,0.75961,0.00000,0.80961
2.40000,0.05000,0.75689,0.00000,0.80689
2.41000,0.05000,0.75419,0.00000,0.80419
2.42000,0.05000,0.75152,0.00000,0.80152
2.43000,0.05000,0.74889,0.00000,0.79889
2.44000,0.05000,0.74628,0.00000,0.79628
2.45000,0.05000,0.74370,0.00000,0.79370
2.46000,0.05000,0.74116,0.00000,0.79116
2.47000,0.05000,0.73864,0.00000,0.78864
2.48000,0.05000,0.73616,0.00000,0.78616
2.49000,0.05000,0.73370,0.00000,0.78370
2.50000,0.05000,0.73128,0.00000,0.78128
2.51000,0.05000,0.72889,0.00000,0.77889
2.52000,0.05000,0.72653,0.00000,0.77653
2.53000,0.05000,0.72420,0.00000,0.77420
2.54000,0.05000,0.72191,0.00000,0.77191
2.55000,0.05000,0.71964,0.00000,0.76964
2.56000,0.05000,0.71741,0.00000,0.76741
2.57000,0.05000,0.71522,0.00000,0.76522
2.58000,0.05000,0.71305,0.00000,0.76305
2.59000,0.05000,0.71092,0.00000,0.76092
2.60000,0.05000,0.70882,0.00000,0.75882
2.61000,0.05000,0.70676,0.00000,0.75676
2.62000,0.05000,0.70473,0.00000,0.75473
2.63000,0.05000,0.70274,0.00000,0.75274
2.64000,0.05000,0.70077,0.00000,0.75077
2.65000,0.05000,0.69885,0.00000,0.74885
2.66000,0.05000,0.69696,0.00000,0.74696
2.67000,0.05000,0.69510,0.00000,0.74510
2.68000,0.05000,0.69328,0.00000,0.74328
2.69000,0.05000,0.69149,0.00000,0.74149
2.70000,0.05000,0.68974,0.00000,0.73974
2.71000,0.05000,0.68803,0.00000,0.73803
2.72000,0.05000,0.68635,0.00000,0.73635
2.73000,0.05000,0.68471,0.00000,0.73471
2.74000,0.05000,0.68310,0.00000,0.73310
2.75000,0.05000,0.68153,0.00000,0.73153
2.76000,0.05000,0.67999,0.00000,0.72999
2.77000,0.05000,0.67850,0.00000,0.72850
2.78000,0.05000,0.67704,0.00000,0.72704
2.79000,0.05000,0.67561,0.00000,0.72561
2.80000,0.05000,0.67423,0.00000,0.72423
2.81000,0.05000,0.67288,0.00000,0.72288
2.82000,0.05000,0.67156,0.00000,0.72156
2.83000,0.05000,0.67029,0.00000,0.72029
2.84000,0.05000,0.66905,0.00000,0.71905
2.85000,0.05000,0.66785,0.00000,0.71785
2.86000,0.05000,0.66669,0.00000,0.71669
2.87000,0.05000,0.66557,0.00000,0.71557
2.88000,0.05000,0.66448,0.00000,0.71448
2.89000,0.05000,0.66343,0.00000,0.71343
2.90000,0.05000,0.66242,0.00000,0.71242
2.91000,0.05000,0.66145,0.00000,0.71145
2.92000,0.05000,0.66052,0.00000,0.71052
2.93000,0.05000,0.65963,0.00000,0.70963
2.94000,0.05000,0.65877,0.00000,0.70877
2.95000,0.05000,0.65796,0.00000,0.70796
2.96000,0.05000,0.65718,0.00000,0.70718
2.97000,0.05000,0.65644,0.00000,0.70644
2.98000,0.05000,0.65574,0.00000,0.70574
2.99000,0.05000,0.65508,0.00000,0.70508
3.00000,0.05000,0.65446,0.00000,0.70446
3.01000,0.05000,0.65388,0.00000,0.70388
3.02000,0.05000,0.65333,0.00000,0.70333
3.03000,0.05000,0.65283,0.00000,0.70283
3.04000,0.05000,0.65236,0.00000,0.70236
3.05000,0.05000,0.65194,0.00000,0.70194
3.06000,0.05000,0.65155,0.00000,0.70155
3.07000,0.05000,0.65121,0.00000,0.70121
3.08000,0.05000,0.65090,0.00000,0.70090
3.09000,0.05000,0.65063,0.00000,0.70063
3.10000,0.05000,0.65040,0.00000,0.70040
3.11000,0.05000,0.65022,0.00000,0.70022
3.12000,0.05000,0.65007,0.00000,0.70007
3.13000,0.05000,0.64996,0.00000,0.69996
3.14000,0.05000,0.64989,0.00000,0.69989
3.15000,0.05000,0.64986,0.00000,0.69986
3.16000,0.05000,0.64987,0.00000,0.69987
3.17000,0.05000,0.64992,0.00000,0.69992
3.18000,0.05000,0.65001,0.00000,0.70001
3.19000,0.05000,0.65013,0.00000,0.70013
3.20000,0.05000,0.65030,0.00000,0.70030
3.21000,0.05000,0.65051,0.00000,0.70051
3.22000,0.05000,0.65076,0.00000,0.70076
3.23000,0.05000,0.65104,0.00000,0.70104
3.24000,0.05000,0.65137,0.00000,0.70137
3.25000,0.05000,0.65174,0.00000,0.70174
3.26000,0.05000,0.65214,0.00000,0.70214
3.27000,0.05000,0.65259,0.00000,0.70259
3.28000,0.05000,0.65307,0.00000,0.70307
3.29000,0.05000,0.65359,0.00000,0.70359
3.30000,0.05000,0.65416,0.00000,0.70416
3.31000,0.05000,0.65476,0.00000,0.70476
3.32000,0.05000,0.65540,0.00000,0.70540
3.33000,0.05000,0.65608,0.00000,0.70608
3.34000,0.05000,0.65680,0.00000,0.70680
3.35000,0.05000,0.65755,0.00000,0.70755
3.36000,0.05000,0.65835,0.00000,0.70835
3.37000,0.05000,0.65919,0.00000,0.70919
3.38000,0.05000,0.66006,0.00000,0.71006
3.39000,0.05000,0.66097,0.00000,0.71097
3.40000,0.05000,0.66192,0.00000,0.71192
3.41000,0.05000,0.66291,0.00000,0.71291
3.42000,0.05000,0.66394,0.00000,0.71394
3.43000,0.05000,0.66501,0.00000,0.71501
3.44000,0.05000,0.66611,0.00000,0.71611
3.45000,0.05000,0.66725,0.00000,0.71725
3.46000,0.05000,0.66843,0.00000,0.71843
3.47000,0.05000,0.66965,0.00000,0.71965
3.48000,0.05000,0.67091,0.00000,0.72091
3.49000,0.05000,0.67220,0.00000,0.72220
3.50000,0.05000,0.67353,0.00000,0.72353
3.51000,0.05000,0.67490,0.00000,0.72490
3.52000,0.05000,0.67630,0.00000,0.72630
3.53000,0.05000,0.67775,0.00000,0.72775
3.54000,0.05000,0.67923,0.00000,0.72923
3.55000,0.05000,0.68074,0.00000,0.73074
3.56000,0.05000,0.68229,0.00000,0.73229
3.57000,0.05000,0.68388,0.00000,0.73388
3.58000,0.05000,0.68551,0.00000,0.73551
3.59000,0.05000,0.68717,0.00000,0.73717
3.60000,0.05000,0.68886,0.00000,0.73886
3.61000,0.05000,0.69060,0.00000,0.74060
3.62000,0.05000,0.69236,0.00000,0.74236
3.63000,0.05000,0.69417,0.00000,0.74417
3.64000,0.05000,0.69601,0.00000,0.74601
3.65000,0.05000,0.69788,0.00000,0.74788
3.66000,0.05000,0.69979,0.00000,0.74979
3.67000,0.05000,0.70173,0.00000,0.75173
3.68000,0.05000,0.70371,0.00000,0.75371
3.69000,0.05000,0.70572,0.00000,0.75572
3.70000,0.05000,0.70777,0.00000,0.75777
3.71000,0.05000,0.70985,0.00000,0.75985
3.72000,0.05000,0.71196,0.00000,0.76196
3.73000,0.05000,0.71411,0.00000,0.76411
3.74000,0.05000,0.71629,0.00000,0.76629
3.75000,0.05000,0.71850,0.00000,0.76850
3.76000,0.05000,0.72075,0.00000,0.77075
3.77000,0.05000,0.72303,0.00000,0.77303
3.78000,0.05000,0.72534,0.00000,0.77534
3.79000,0.05000,0.72768,0.00000,0.77768
3.80000,0.05000,0.73006,0.00000,0.78006
3.81000,0.05000,0.73247,0.00000,0.78247
3.82000,0.05000,0.73491,0.00000,0.78491
3.83000,0.05000,0.73737,0.00000,0.78737
3.84000,0.05000,0.73988,0.00000,0.78988
3.85000,0.05000,0.74241,0.00000,0.79241
3.86000,0.05000,0.74497,0.00000,0.79497
3.87000,0.05000,0.74756,0.00000,0.79756
3.88000,0.05000,0.75018,0.00000,0.80018
3.89000,0.05000,0.75283,0.00000,0.80283
3.90000,0.05000,0.75552,0.00000,0.80552
3.91000,0.05000,0.75823,0.00000,0.80823
3.92000,0.05000,0.76097,0.00000,0.81097
3.93000,0.05000,0.76373,0.00000,0.81373
3.94000,0.05000,0.76653,0.00000,0.81653
3.95000,0.05000,0.76935,0.00000,0.81935
3.96000,0.05000,0.77221,0.00000,0.82221
3.97000,0.05000,0.77508,0.00000,0.82508
3.98000,0.05000,0.77799,0.00000,0.82799
3.99000,0.05000,0.78093,0.00000,0.83093
4.00000,0.05000,0.78389,0.00000,0.83389
4.01000,0.05000,0.78687,0.00000,0.83687
4.02000,0.05000,0.78989,0.00000,0.83989
4.03000,0.05000,0.79292,0.00000,0.84292
4.04000,0.05000,0.79599,0.00000,0.84599
4.05000,0.05000,0.79908,0.00000,0.84908
4.06000,0.05000,0.80219,0.00000,0.85219
4.07000,0.05000,0.80533,0.00000,0.85533
4.08000,0.05000,0.80849,0.00000,0.85849
4.09000,0.05000,0.81168,0.00000,0.86168
4.10000,0.05000,0.81489,0.00000,0.86489
4.11000,0.05000,0.81812,0.00000,0.86812
4.12000,0.05000,0.82138,0.00000,0.87138
4.13000,0.05000,0.82466,0.00000,0.87466
4.14000,0.05000,0.82796,0.00000,0.87796
4.15000,0.05000,0.83128,0.00000,0.88128
4.16000,0.05000,0.83463,0.00000,0.88463
4.17000,0.05000,0.83799,0.00000,0.88799
4.18000,0.05000,0.84138,0.00000,0.89138
4.19000,0.05000,0.84479,0.00000,0.89479
4.20000,0.05000,0.84822,0.00000,0.89822
4.21000,0.05000,0.85167,0.00000,0.90167
4.22000,0.05000,0.85513,0.00000,0.90513
4.23000,0.05000,0.85862,0.00000,0.90862
4.24000,0.05000,0.86213,0.00000,0.91213
4.25000,0.05000,0.86565,0.00000,0.91565
4.26000,0.05000,0.86920,0.00000,0.91920
4.27000,0.05000,0.87276,0.00000,0.92276
4.28000,0.05000,0.87634,0.00000,0.92634
4.29000,0.05000,0.87993,0.00000,0.92993
4.30000,0.05000,0.88354,0.00000,0.93354
4.31000,0.05000,0.88717,0.00000,0.93717
4.32000,0.05000,0.89082,0.00000,0.94082
4.33000,0.05000,0.89448,0.00000,0.94448
4.34000,0.05000,0.89816,0.00000,0.94816
4.35000,0.05000,0.90185,0.00000,0.95185
4.36000,0.05000,0.90555,0.00000,0.95555
4.37000,0.05000,0.90927,0.00000,0.95927
4.38000,0.05000,0.91301,0.00000,0.96301
4.39000,0.05000,0.91676,0.00000,0.96676
4.40000,0.05000,0.92052,0.00000,0.97052
4.41000,0.05000,0.92429,0.00000,0.97429
4.42000,0.05000,0.92808,0.00000,0.97808
4.43000,0.05000,0.93188,0.00000,0.98188
4.44000,0.05000,0.93569,0.00000,0.98569
4.45000,0.05000,0.93951,0.00000,0.98951
4.46000,0.05000,0.94334,0.00000,0.99334
4.47000,0.05000,0.94718,0.00000,0.99718
4.48000,0.05000,0.95104,0.00000,1.00104
4.49000,0.05000,0.95490,0.00000,1.00490
4.50000,0.05000,0.95877,0.00000,1.00877
4.51000,0.05000,0.96265,0.00000,1.01265
4.52000,0.05000,0.96654,0.00000,1.01654
4.53000,0.05000,0.97044,0.00000,1.02044
4.54000,0.05000,0.97435,0.00000,1.02435
4.55000,0.05000,0.97826,0.00000,1.02826
4.56000,0.05000,0.98218,0.00000,1.03218
4.57000,0.05000,0.98611,0.00000,1.03611
4.58000,0.05000,0.99005,0.00000,1.04005
4.59000,0.05000,0.99399,0.00000,1.04399
4.60000,0.05000,0.99793,0.00000,1.04793
4.61000,0.05000,1.00188,0.00000,1.05188
4.62000,0.05000,1.00584,0.00000,1.05584
4.63000,0.05000,1.00980,0.00000,1.05980
4.64000,0.05000,1.01376,0.00000,1.06376
4.65000,0.05000,1.01773,0.00000,1.06773
4.66000,0.05000,1.02170,0.00000,1.07170
4.67000,0.05000,1.02567,0.00000,1.07567
4.68000,0.05000,1.02965,0.00000,1.07965
4.69000,0.05000,1.03363,0.00000,1.08363
4.70000,0.05000,1.03760,0.00000,1.08760
4.71000,0.05000,1.04159,0.00000,1.09159
4.72000,0.05000,1.04557,0.00000,1.09557
4.73000,0.05000,1.04955,0.00000,1.09955
4.74000,0.05000,1.05353,0.00000,1.10353
4.75000,0.05000,1.05751,0.00000,1.10751
4.76000,0.05000,1.06149,0.00000,1.11149
4.77000,0.05000,1.06547,0.00000,1.11547
4.78000,0.05000,1.06945,0.00000,1.11945
4.79000,0.05000,1.07343,0.00000,1.12343
4.80000,0.05000,1.07740,0.00000,1.12740
4.81000,0.05000,1.08137,0.00000,1.13137
4.82000,0.05000,1.08534,0.00000,1.13534
4.83000,0.05000,1.08931,0.00000,1.13931
4.84000,0.05000,1.09327,0.00000,1.14327
4.85000,0.05000,1.09722,0.00000,1.14722
4.86000,0.05000,1.10118,0.00000,1.15118
4.87000,0.05000,1.10512,0.00000,1.15512
4.88000,0.05000,1.10906,0.00000,1.15906
4.89000,0.05000,1.11300,0.00000,1.16300
4.90000,0.05000,1.11693,0.00000,1.16693
4.91000,0.05000,1.12085,0.00000,1.17085
4.92000,0.05000,1.12477,0.00000,1.17477
4.93000,0.05000,1.12868,0.00000,1.17868
4.94000,0.05000,1.13258,0.00000,1.18258
4.95000,0.05000,1.13647,0.00000,1.18647
4.96000,0.05000,1.14035,0.00000,1.19035
4.97000,0.05000,1.14423,0.00000,1.19423
4.98000,0.05000,1.14809,0.00000,1.19809
4.99000,0.05000,1.15195,0.00000,1.20195
5.00000,0.05000,1.15580,0.00000,1.20580
5.01000,0.05000,1.15963,0.00000,1.20963
5.02000,0.05000,1.16346,0.00000,1.21346
5.03000,0.05000,1.16727,0.00000,1.21727
5.04000,0.05000,1.17107,0.00000,1.22107
5.05000,0.05000,1.17486,0.00000,1.22486
5.06000,0.05000,1.17864,0.00000,1.22864
5.07000,0.05000,1.18240,0.00000,1.23240
5.08000,0.05000,1.18615,0.00000,1.23615
5.09000,0.05000,1.18989,0.00000,1.23989
5.10000,0.05000,1.19362,0.00000,1.24362
5.11000,0.05000,1.19733,0.00000,1.24733
5.12000,0.05000,1.20102,0.00000,1.25102
5.13000,0.05000,1.20470,0.00000,1.25470
5.14000,0.05000,1.20837,0.00000,1.25837
5.15000,0.05000,1.21202,0.00000,1.26202
5.16000,0.05000,1.21565,0.00000,1.26565
5.17000,0.05000,1.21927,0.00000,1.26927
5.18000,0.05000,1.22287,0.00000,1.27287
5.19000,0.05000,1.22645,0.00000,1.27645
5.20000,0.05000,1.23002,0.00000,1.28002
5.21000,0.05000,1.23356,0.00000,1.28356
5.22000,0.05000,1.23709,0.00000,1.28709
5.23000,0.05000,1.24060,0.00000,1.29060
5.24000,0.05000,1.24410,0.00000,1.29410
5.25000,0.05000,1.24757,0.00000,1.29757
5.26000,0.05000,1.25102,0.00000,1.30102
5.27000,0.05000,1.25446,0.00000,1.30446
5.28000,0.05000,1.25787,0.00000,1.30787
5.29000,0.05000,1.26126,0.00000,1.31126
5.30000,0.05000,1.26464,0.00000,1.31464
5.31000,0.05000,1.26799,0.00000,1.31799
5.32000,0.05000,1.27132,0.00000,1.32132
5.33000,0.05000,1.27462,0.00000,1.32462
5.34000,0.05000,1.27791,0.00000,1.32791
5.35000,0.05000,1.28117,0.00000,1.33117
5.36000,0.05000,1.28441,0.00000,1.33441
5.37000,0.05000,1.28763,0.00000,1.33763
5.38000,0.05000,1.29082,0.00000,1.34082
5.39000,0.05000,1.29399,0.00000,1.34399
5.40000,0.05000,1.29713,0.00000,1.34713
5.41000,0.05000,1.30025,0.00000,1.35025
5.42000,0.05000,1.30335,0.00000,1.35335
5.43000,0.05000,1.30642,0.00000,1.35642
5.44000,0.05000,1.30947,0.00000,1.35947
5.45000,0.05000,1.31248,0.00000,1.36248
5.46000,0.05000,1.31548,0.00000,1.36548
5.47000,0.05000,1.31845,0.00000,1.36845
5.48000,0.05000,1.32139,0.00000,1.37139
5.49000,0.05000,1.32430,0.00000,1.37430
5.50000,0.05000,1.32719,0.00000,1.37719
5.51000,0.05000,1.33005,0.00000,1.38005
5.52000,0.05000,1.33288,0.00000,1.38288
5.53000,0.05000,1.33568,0.00000,1.38568
5.54000,0.05000,1.33846,0.00000,1.38846
5.55000,0.05000,1.34120,0.00000,1.39120
5.56000,0.05000,1.34392,0.00000,1.39392
5.57000,0.05000,1.34661,0.00000,1.39661
5.58000,0.05000,1.34927,0.00000,1.39927
5.59000,0.05000,1.35190,0.00000,1.40190
5.60000,0.05000,1.35450,0.00000,1.40450
5.61000,0.05000,1.35707,0.00000,1.40707
5.62000,0.05000,1.35961,0.00000,1.40961
5.63000,0.05000,1.36212,0.00000,1.41212
5.64000,0.05000,1.36459,0.00000,1.41459
5.65000,0.05000,1.36704,0.00000,1.41704
5.66000,0.05000,1.36946,0.00000,1.41946
5.67000,0.05000,1.37184,0.00000,1.42184
5.68000,0.05000,1.37419,0.00000,1.42419
5.69000,0.05000,1.37651,0.00000,1.42651
5.70000,0.05000,1.37880,0.00000,1.42880
5.71000,0.05000,1.38105,0.00000,1.43105
5.72000,0.05000,1.38328,0.00000,1.43328
5.73000,0.05000,1.38547,0.00000,1.43547
5.74000,0.05000,1.38762,0.00000,1.43762
5.75000,0.05000,1.38974,0.00000,1.43974
5.76000,0.05000,1.39183,0.00000,1.44183
5.77000,0.05000,1.39389,0.00000,1.44389
5.78000,0.05000,1.39591,0.00000,1.44591
5.79000,0.05000,1.39790,0.00000,1.44790
5.80000,0.05000,1.39985,0.00000,1.44985
5.81000,0.05000,1.40177,0.00000,1.45177
5.82000,0.05000,1.40365,0.00000,1.45365
5.83000,0.05000,1.40550,0.00000,1.45550
5.84000,0.05000,1.40731,0.00000,1.45731
5.85000,0.05000,1.40909,0.00000,1.45909
5.86000,0.05000,1.41083,0.00000,1.46083
5.87000,0.05000,1.41253,0.00000,1.46253
5.88000,0.05000,1.41420,0.00000,1.46420
5.89000,0.05000,1.41584,0.00000,1.46584
5.90000,0.05000,1.41744,0.00000,1.46744
5.91000,0.05000,1.41900,0.00000,1.46900
5.92000,0.05000,1.42052,0.00000,1.47052
5.93000,0.05000,1.42201,0.00000,1.47201
5.94000,0.05000,1.42346,0.00000,1.47346
5.95000,0.05000,1.42488,0.00000,1.47488
5.96000,0.05000,1.42625,0.00000,1.47625
5.97000,0.05000,1.42759,0.00000,1.47759
5.98000,0.05000,1.42890,0.00000,1.47890
5.99000,0.05000,1.43016,0.00000,1.48016
6.00000,0.05000,1.43139,0.00000,1.48139
6.01000,0.05000,1.43258,0.00000,1.48258
6.02000,0.05000,1.43373,0.00000,1.48373
6.03000,0.05000,1.43484,0.00000,1.48484
6.04000,0.05000,1.43592,0.00000,1.48592
6.05000,0.05000,1.43696,0.00000,1.48696
6.06000,0.05000,1.43796,0.00000,1.48796
6.07000,0.05000,1.43892,0.00000,1.48892
6.08000,0.05000,1.43984,0.00000,1.48984
6.09000,0.05000,1.44072,0.00000,1.49072
6.10000,0.05000,1.44157,0.00000,1.49157
6.11000,0.05000,1.44238,0.00000,1.49238
6.12000,0.05000,1.44314,0.00000,1.49314
6.13000,0.05000,1.44387,0.00000,1.49387
