Time,Spring_0:a_end,Spring_0:b_end,Ball0:x,Ball1:x
2.28000,1.15769,1.54231,1.05769,1.64231
2.29000,1.15991,1.54509,1.05991,1.64509
2.30000,1.16209,1.54791,1.06209,1.64791
2.31000,1.16425,1.55075,1.06425,1.65075
2.32000,1.16637,1.55363,1.06637,1.65363
2.33000,1.16847,1.55653,1.06847,1.65653
2.34000,1.17053,1.55947,1.07053,1.65947
2.35000,1.17256,1.56244,1.07256,1.66244
2.36000,1.17457,1.56543,1.07457,1.66543
2.37000,1.17654,1.56846,1.07654,1.66846
2.38000,1.17848,1.57152,1.07848,1.67152
2.39000,1.18039,1.57461,1.08039,1.67461
2.40000,1.18227,1.57773,1.08227,1.67773
2.41000,1.18412,1.58088,1.08412,1.68088
2.42000,1.18594,1.58406,1.08594,1.68406
2.43000,1.18773,1.58727,1.08773,1.68727
2.44000,1.18949,1.59051,1.08949,1.69051
2.45000,1.19122,1.59378,1.09122,1.69378
2.46000,1.19292,1.59708,1.09292,1.69708
2.47000,1.19460,1.60040,1.09460,1.70040
2.48000,1.19624,1.60376,1.09624,1.70376
2.49000,1.19785,1.60715,1.09785,1.70715
2.50000,1.19943,1.61057,1.09943,1.71057
2.51000,1.20098,1.61402,1.10098,1.71402
2.52000,1.20251,1.61749,1.10251,1.71749
2.53000,1.20400,1.62100,1.10400,1.72100
2.54000,1.20546,1.62454,1.10546,1.72454
2.55000,1.20690,1.62810,1.10690,1.72810
2.56000,1.20831,1.63169,1.10831,1.73169
2.57000,1.20968,1.63532,1.10968,1.73532
2.58000,1.21103,1.63897,1.11103,1.73897
2.59000,1.21235,1.64265,1.11235,1.74265
2.60000,1.21365,1.64635,1.11365,1.74635
2.61000,1.21491,1.65009,1.11491,1.75009
2.62000,1.21615,1.65385,1.11615,1.75385
2.63000,1.21735,1.65765,1.11735,1.75765
2.64000,1.21853,1.66147,1.11853,1.76147
2.65000,1.21968,1.66532,1.11968,1.76532
2.66000,1.22081,1.66919,1.12081,1.76919
2.67000,1.22190,1.67310,1.12190,1.77310
2.68000,1.22297,1.67703,1.12297,1.77703
2.69000,1.22401,1.68099,1.12401,1.78099
2.70000,1.22503,1.68497,1.12503,1.78497
2.71000,1.22602,1.68898,1.12602,1.78898
2.72000,1.22698,1.69302,1.12698,1.79302
2.73000,1.22791,1.69709,1.12791,1.79709
2.74000,1.22882,1.70118,1.12882,1.80118
2.75000,1.22970,1.70530,1.12970,1.80530
2.76000,1.23055,1.70945,1.13055,1.80945
2.77000,1.23138,1.71362,1.13138,1.81362
2.78000,1.23218,1.71782,1.13218,1.81782
2.79000,1.23296,1.72204,1.13296,1.82204
2.80000,1.23371,1.72629,1.13371,1.82629
2.81000,1.23444,1.73056,1.13444,1.83056
2.82000,1.23514,1.73486,1.13514,1.83486
2.83000,1.23581,1.73919,1.13581,1.83919
2.84000,1.23647,1.74353,1.13647,1.84353
2.85000,1.23709,1.74791,1.13709,1.84791
2.86000,1.23769,1.75231,1.13769,1.85231
2.87000,1.23827,1.75673,1.13827,1.85673
2.88000,1.23882,1.76118,1.13882,1.86118
2.89000,1.23935,1.76565,1.13935,1.86565
2.90000,1.23986,1.77014,1.13986,1.87014
2.91000,1.24034,1.77466,1.14034,1.87466
2.92000,1.24080,1.77920,1.14080,1.87920
2.93000,1.24124,1.78376,1.14124,1.88376
2.94000,1.24165,1.78835,1.14165,1.88835
2.95000,1.24204,1.79296,1.14204,1.89296
2.96000,1.24241,1.79759,1.14241,1.89759
2.97000,1.24275,1.80225,1.14275,1.90225
2.98000,1.24308,1.80692,1.14308,1.90692
2.99000,1.24338,1.81162,1.14338,1.91162
3.00000,1.24366,1.81634,1.14366,1.91634
3.01000,1.24392,1.82108,1.14392,1.92108
3.02000,1.24416,1.82584,1.14416,1.92584
3.03000,1.24437,1.83063,1.14437,1.93063
3.04000,1.24457,1.83543,1.14457,1.93543
3.05000,1.24475,1.84025,1.14475,1.94025
3.06000,1.24490,1.84510,1.14490,1.94510
3.07000,1.24504,1.84996,1.14504,1.94996
3.08000,1.24515,1.85485,1.14515,1.95485
3.09000,1.24525,1.85975,1.14525,1.95975
3.10000,1.24533,1.86467,1.14533,1.96467
3.11000,1.24538,1.86962,1.14538,1.96962
3.12000,1.24542,1.87458,1.14542,1.97458
3.13000,1.24544,1.87956,1.14544,1.97956
3.14000,1.24545,1.88455,1.14545,1.98455
3.15000,1.24543,1.88957,1.14543,1.98957
3.16000,1.24540,1.89460,1.14540,1.99460
3.17000,1.24535,1.89965,1.14535,1.99965
3.18000,1.24528,1.90472,1.14528,2.00472
3.19000,1.24519,1.90981,1.14519,2.00981
3.20000,1.24509,1.91491,1.14509,2.01491
3.21000,1.24497,1.92003,1.14497,2.02003
3.22000,1.24484,1.92516,1.14484,2.02516
3.23000,1.24468,1.93032,1.14468,2.03032
3.24000,1.24452,1.93548,1.14452,2.03548
3.25000,1.24434,1.94066,1.14434,2.04066
3.26000,1.24414,1.94586,1.14414,2.04586
3.27000,1.24393,1.95107,1.14393,2.05107
3.28000,1.24370,1.95630,1.14370,2.05630
3.29000,1.24346,1.96154,1.14346,2.06154
3.30000,1.24320,1.96680,1.14320,2.06680
3.31000,1.24293,1.97207,1.14293,2.07207
3.32000,1.24265,1.97735,1.14265,2.07735
3.33000,1.24235,1.98265,1.14235,2.08265
3.34000,1.24205,1.98795,1.14205,2.08795
3.35000,1.24172,1.99328,1.14172,2.09328
3.36000,1.24139,1.99861,1.14139,2.09861
3.37000,1.24104,2.00396,1.14104,2.10396
3.38000,1.24069,2.00931,1.14069,2.10931
3.39000,1.24032,2.01468,1.14032,2.11468
3.40000,1.23993,2.02007,1.13993,2.12007
3.41000,1.23954,2.02546,1.13954,2.12546
3.42000,1.23914,2.03086,1.13914,2.13086
3.43000,1.23873,2.03627,1.13873,2.13627
3.44000,1.23830,2.04170,1.13830,2.14170
3.45000,1.23787,2.04713,1.13787,2.14713
3.46000,1.23743,2.05257,1.13743,2.15257
3.47000,1.23698,2.05802,1.13698,2.15802
3.48000,1.23651,2.06349,1.13651,2.16349
3.49000,1.23604,2.06896,1.13604,2.16896
3.50000,1.23557,2.07443,1.13557,2.17443
3.51000,1.23508,2.07992,1.13508,2.17992
3.52000,1.23459,2.08541,1.13459,2.18541
3.53000,1.23409,2.09091,1.13409,2.19091
3.54000,1.23358,2.09642,1.13358,2.19642
3.55000,1.23306,2.10194,1.13306,2.20194
3.56000,1.23254,2.10746,1.13254,2.20746
3.57000,1.23201,2.11299,1.13201,2.21299
3.58000,1.23148,2.11852,1.13148,2.21852
3.59000,1.23094,2.12406,1.13094,2.22406
3.60000,1.23039,2.12961,1.13039,2.22961
3.61000,1.22984,2.13516,1.12984,2.23516
3.62000,1.22929,2.14071,1.12929,2.24071
3.63000,1.22873,2.14627,1.12873,2.24627
3.64000,1.22817,2.15183,1.12817,2.25183
3.65000,1.22760,2.15740,1.12760,2.25740
3.66000,1.22703,2.16297,1.12703,2.26297
3.67000,1.22645,2.16855,1.12645,2.26855
3.68000,1.22588,2.17412,1.12588,2.27412
3.69000,1.22530,2.17970,1.12530,2.27970
3.70000,1.22472,2.18528,1.12472,2.28528
3.71000,1.22413,2.19087,1.12413,2.29087
3.72000,1.22355,2.19645,1.12355,2.29645
3.73000,1.22296,2.20204,1.12296,2.30204
3.74000,1.22237,2.20763,1.12237,2.30763
3.75000,1.22178,2.21322,1.12178,2.31322
3.76000,1.22120,2.21880,1.12120,2.31880
3.77000,1.22061,2.22439,1.12061,2.32439
3.78000,1.22002,2.22998,1.12002,2.32998
3.79000,1.21943,2.23557,1.11943,2.33557
3.80000,1.21884,2.24116,1.11884,2.34116
3.81000,1.21826,2.24674,1.11826,2.34674
3.82000,1.21767,2.25233,1.11767,2.35233
3.83000,1.21709,2.25791,1.11709,2.35791
3.84000,1.21651,2.26349,1.11651,2.36349
3.85000,1.21593,2.26907,1.11593,2.36907
3.86000,1.21535,2.27465,1.11535,2.37465
3.87000,1.21478,2.28022,1.11478,2.38022
3.88000,1.21421,2.28579,1.11421,2.38579
3.89000,1.21364,2.29136,1.11364,2.39136
3.90000,1.21308,2.29692,1.11308,2.39692
3.91000,1.21252,2.30248,1.11252,2.40248
3.92000,1.21197,2.30803,1.11197,2.40803
3.93000,1.21142,2.31358,1.11142,2.41358
3.94000,1.21087,2.31913,1.11087,2.41913
3.95000,1.21033,2.32467,1.11033,2.42467
3.96000,1.20980,2.33020,1.10980,2.43020
3.97000,1.20927,2.33573,1.10927,2.43573
3.98000,1.20875,2.34125,1.10875,2.44125
3.99000,1.20824,2.34676,1.10824,2.44676
4.00000,1.20773,2.35227,1.10773,2.45227
4.01000,1.20723,2.35777,1.10723,2.45777
4.02000,1.20674,2.36326,1.10674,2.46326
4.03000,1.20626,2.36874,1.10626,2.46874
4.04000,1.20578,2.37422,1.10578,2.47422
4.05000,1.20531,2.37969,1.10531,2.47969
4.06000,1.20485,2.38515,1.10485,2.48515
4.07000,1.20440,2.39060,1.10440,2.49060
4.08000,1.20396,2.39604,1.10396,2.49604
4.09000,1.20353,2.40147,1.10353,2.50147
4.10000,1.20311,2.40689,1.10311,2.50689
4.11000,1.20270,2.41230,1.10270,2.51230
4.12000,1.20230,2.41770,1.10230,2.51770
4.13000,1.20191,2.42309,1.10191,2.52309
4.14000,1.20153,2.42847,1.10153,2.52847
4.15000,1.20116,2.43384,1.10116,2.53384
4.16000,1.20080,2.43920,1.10080,2.53920
4.17000,1.20046,2.44454,1.10046,2.54454
4.18000,1.20013,2.44987,1.10013,2.54987
4.19000,1.19981,2.45519,1.09981,2.55519
4.20000,1.19950,2.46050,1.09950,2.56050
4.21000,1.19921,2.46579,1.09921,2.56579
4.22000,1.19893,2.47107,1.09893,2.57107
4.23000,1.19866,2.47634,1.09866,2.57634
4.24000,1.19841,2.48159,1.09841,2.58159
4.25000,1.19817,2.48683,1.09817,2.58683
4.26000,1.19795,2.49205,1.09795,2.59205
4.27000,1.19774,2.49726,1.09774,2.59726
4.28000,1.19754,2.50246,1.09754,2.60246
4.29000,1.19736,2.50764,1.09736,2.60764
4.30000,1.19720,2.51280,1.09720,2.61280
4.31000,1.19705,2.51795,1.09705,2.61795
4.32000,1.19692,2.52308,1.09692,2.62308
4.33000,1.19680,2.52820,1.09680,2.62820
4.34000,1.19670,2.53330,1.09670,2.63330
4.35000,1.19662,2.53838,1.09662,2.63838
4.36000,1.19656,2.54344,1.09656,2.64344
4.37000,1.19651,2.54849,1.09651,2.64849
4.38000,1.19648,2.55352,1.09648,2.65352
4.39000,1.19647,2.55853,1.09647,2.65853
4.40000,1.19647,2.56353,1.09647,2.66353
4.41000,1.19650,2.56850,1.09650,2.66850
4.42000,1.19654,2.57346,1.09654,2.67346
4.43000,1.19660,2.57840,1.09660,2.67840
4.44000,1.19668,2.58332,1.09668,2.68332
4.45000,1.19678,2.58822,1.09678,2.68822
4.46000,1.19690,2.59310,1.09690,2.69310
4.47000,1.19704,2.59796,1.09704,2.69796
4.48000,1.19720,2.60280,1.09720,2.70280
4.49000,1.19738,2.60762,1.09738,2.70762
4.50000,1.19758,2.61242,1.09758,2.71242
4.51000,1.19780,2.61720,1.09780,2.71720
4.52000,1.19804,2.62196,1.09804,2.72196
4.53000,1.19830,2.62670,1.09830,2.72670
4.54000,1.19859,2.63141,1.09859,2.73141
4.55000,1.19889,2.63611,1.09889,2.73611
4.56000,1.19922,2.64078,1.09922,2.74078
4.57000,1.19957,2.64543,1.09957,2.74543
4.58000,1.19994,2.65006,1.09994,2.75006
4.59000,1.20034,2.65466,1.10034,2.75466
4.60000,1.20076,2.65924,1.10076,2.75924
4.61000,1.20120,2.66380,1.10120,2.76380
4.62000,1.20166,2.66834,1.10166,2.76834
4.63000,1.20215,2.67285,1.10215,2.77285
4.64000,1.20266,2.67734,1.10266,2.77734
4.65000,1.20319,2.68181,1.10319,2.78181
4.66000,1.20375,2.68625,1.10375,2.78625
4.67000,1.20433,2.69067,1.10433,2.79067
4.68000,1.20494,2.69506,1.10494,2.79506
4.69000,1.20557,2.69943,1.10557,2.79943
4.70000,1.20623,2.70377,1.10623,2.80377
4.71000,1.20691,2.70809,1.10691,2.80809
4.72000,1.20761,2.71239,1.10761,2.81239
4.73000,1.20834,2.71666,1.10834,2.81666
4.74000,1.20910,2.72090,1.10910,2.82090
4.75000,1.20988,2.72512,1.10988,2.82512
4.76000,1.21069,2.72931,1.11069,2.82931
4.77000,1.21152,2.73348,1.11152,2.83348
4.78000,1.21238,2.73762,1.11238,2.83762
4.79000,1.21327,2.74173,1.11327,2.84173
4.80000,1.21418,2.74582,1.11418,2.84582
4.81000,1.21512,2.74988,1.11512,2.84988
4.82000,1.21608,2.75392,1.11608,2.85392
4.83000,1.21708,2.75792,1.11708,2.85792
4.84000,1.21810,2.76190,1.11810,2.86190
4.85000,1.21914,2.76586,1.11914,2.86586
4.86000,1.22022,2.76978,1.12022,2.86978
4.87000,1.22132,2.77368,1.12132,2.87368
4.88000,1.22245,2.77755,1.12245,2.87755
4.89000,1.22360,2.78140,1.12360,2.88140
4.90000,1.22479,2.78521,1.12479,2.88521
4.91000,1.22600,2.78900,1.12600,2.88900
4.92000,1.22724,2.79276,1.12724,2.89276
4.93000,1.22851,2.79649,1.12851,2.89649
4.94000,1.22981,2.80019,1.12981,2.90019
4.95000,1.23114,2.80386,1.13114,2.90386
4.96000,1.23249,2.80751,1.13249,2.90751
4.97000,1.23387,2.81113,1.13387,2.91113
4.98000,1.23529,2.81471,1.13529,2.91471
4.99000,1.23673,2.81827,1.13673,2.91827
5.00000,1.23820,2.82180,1.13820,2.92180
5.01000,1.23970,2.82530,1.13970,2.92530
5.02000,1.24123,2.82877,1.14123,2.92877
5.03000,1.24279,2.83221,1.14279,2.93221
5.04000,1.24437,2.83563,1.14437,2.93563
5.05000,1.24599,2.83901,1.14599,2.93901
5.06000,1.24764,2.84236,1.14764,2.94236
5.07000,1.24931,2.84569,1.14931,2.94569
5.08000,1.25102,2.84898,1.15102,2.94898
5.09000,1.25276,2.85224,1.15276,2.95224
5.10000,1.25452,2.85548,1.15452,2.95548
5.11000,1.25632,2.85868,1.15632,2.95868
5.12000,1.25815,2.86185,1.15815,2.96185
5.13000,1.26000,2.86500,1.16000,2.96500
5.14000,1.26189,2.86811,1.16189,2.96811
5.15000,1.26381,2.87119,1.16381,2.97119
5.16000,1.26576,2.87424,1.16576,2.97424
5.17000,1.26773,2.87727,1.16773,2.97727
5.18000,1.26974,2.88026,1.16974,2.98026
5.19000,1.27178,2.88322,1.17178,2.98322
5.20000,1.27385,2.88615,1.17385,2.98615
5.21000,1.27595,2.88905,1.17595,2.98905
5.22000,1.27808,2.89192,1.17808,2.99192
5.23000,1.28024,2.89476,1.18024,2.99476
5.24000,1.28244,2.89756,1.18244,2.99756
5.25000,1.28466,2.90034,1.18466,3.00034
5.26000,1.28691,2.90309,1.18691,3.00309
5.27000,1.28920,2.90580,1.18920,3.00580
5.28000,1.29151,2.90849,1.19151,3.00849
5.29000,1.29386,2.91114,1.19386,3.01114
5.30000,1.29624,2.91376,1.19624,3.01376
5.31000,1.29865,2.91635,1.19865,3.01635
5.32000,1.30108,2.91892,1.20108,3.01892
5.33000,1.30355,2.92145,1.20355,3.02145
5.34000,1.30606,2.92394,1.20606,3.02394
5.35000,1.30859,2.92641,1.20859,3.02641
5.36000,1.31115,2.92885,1.21115,3.02885
5.37000,1.31374,2.93126,1.21374,3.03126
5.38000,1.31637,2.93363,1.21637,3.03363
5.39000,1.31902,2.93598,1.21902,3.03598
5.40000,1.32171,2.93829,1.22171,3.03829
5.41000,1.32443,2.94057,1.22443,3.04057
5.42000,1.32717,2.94283,1.22717,3.04283
5.43000,1.32995,2.94505,1.22995,3.04505
5.44000,1.33276,2.94724,1.23276,3.04724
5.45000,1.33560,2.94940,1.23560,3.04940
5.46000,1.33847,2.95153,1.23847,3.05153
5.47000,1.34137,2.95363,1.24137,3.05363
5.48000,1.34430,2.95570,1.24430,3.05570
5.49000,1.34727,2.95773,1.24727,3.05773
5.50000,1.35026,2.95974,1.25026,3.05974
5.51000,1.35328,2.96172,1.25328,3.06172
5.52000,1.35634,2.96366,1.25634,3.06366
5.53000,1.35942,2.96558,1.25942,3.06558
5.54000,1.36254,2.96746,1.26254,3.06746
5.55000,1.36568,2.96932,1.26568,3.06932
5.56000,1.36886,2.97114,1.26886,3.07114
