Time,Spring_0:a_end,Spring_0:b_end,FixedHook0:x,Ball0:x,Ball1:x
0.00000,0.05000,1.40000,0.00000,1.50000,1.80000
0.00100,0.05000,1.40050,0.00000,1.50050,1.80000
0.00200,0.05000,1.40100,0.00000,1.50100,1.80000
0.00300,0.05000,1.40150,0.00000,1.50150,1.80000
0.00400,0.05000,1.40200,0.00000,1.50200,1.80000
0.00500,0.05000,1.40249,0.00000,1.50249,1.80000
0.00600,0.05000,1.40299,0.00000,1.50299,1.80000
0.00700,0.05000,1.40349,0.00000,1.50349,1.80000
0.00800,0.05000,1.40399,0.00000,1.50399,1.80000
0.00900,0.05000,1.40448,0.00000,1.50448,1.80000
0.01000,0.05000,1.40498,0.00000,1.50498,1.80000
0.01100,0.05000,1.40548,0.00000,1.50548,1.80000
0.01200,0.05000,1.40597,0.00000,1.50597,1.80000
0.01300,0.05000,1.40647,0.00000,1.50647,1.80000
0.01400,0.05000,1.40696,0.00000,1.50696,1.80000
0.01500,0.05000,1.40746,0.00000,1.50746,1.80000
0.01600,0.05000,1.40795,0.00000,1.50795,1.80000
0.01700,0.05000,1.40845,0.00000,1.50845,1.80000
0.01800,0.05000,1.40894,0.00000,1.50894,1.80000
0.01900,0.05000,1.40943,0.00000,1.50943,1.80000
0.02000,0.05000,1.40993,0.00000,1.50993,1.80000
0.02100,0.05000,1.41042,0.00000,1.51042,1.80000
0.02200,0.05000,1.41091,0.00000,1.51091,1.80000
0.02300,0.05000,1.41140,0.00000,1.51140,1.80000
0.02400,0.05000,1.41189,0.00000,1.51189,1.80000
0.02500,0.05000,1.41239,0.00000,1.51239,1.80000
0.02600,0.05000,1.41288,0.00000,1.51288,1.80000
0.02700,0.05000,1.41337,0.00000,1.51337,1.80000
0.02800,0.05000,1.41386,0.00000,1.51386,1.80000
0.02900,0.05000,1.41435,0.00000,1.51435,1.80000
0.03000,0.05000,1.41484,0.00000,1.51484,1.80000
0.03100,0.05000,1.41532,0.00000,1.51532,1.80000
0.03200,0.05000,1.41581,0.00000,1.51581,1.80000
0.03300,0.05000,1.41630,0.00000,1.51630,1.80000
0.03400,0.05000,1.41679,0.00000,1.51679,1.80000
0.03500,0.05000,1.41728,0.00000,1.51728,1.80000
0.03600,0.05000,1.41776,0.00000,1.51776,1.80000
0.03700,0.05000,1.41825,0.00000,1.51825,1.80000
0.03800,0.05000,1.41874,0.00000,1.51874,1.80000
0.03900,0.05000,1.41922,0.00000,1.51922,1.80000
0.04000,0.05000,1.41971,0.00000,1.51971,1.80000
0.04100,0.05000,1.42019,0.00000,1.52019,1.80000
0.04200,0.05000,1.42068,0.00000,1.52068,1.80000
0.04300,0.05000,1.42116,0.00000,1.52116,1.80000
0.04400,0.05000,1.42165,0.00000,1.52165,1.80000
0.04500,0.05000,1.42213,0.00000,1.52213,1.80000
0.04600,0.05000,1.42261,0.00000,1.52261,1.80000
0.04700,0.05000,1.42310,0.00000,1.52310,1.80000
0.04800,0.05000,1.42358,0.00000,1.52358,1.80000
0.04900,0.05000,1.42406,0.00000,1.52406,1.80000
0.05000,0.05000,1.42454,0.00000,1.52454,1.80000
0.05100,0.05000,1.42503,0.00000,1.52503,1.80000
0.05200,0.05000,1.42551,0.00000,1.52551,1.80000
0.05300,0.05000,1.42599,0.00000,1.52599,1.80000
0.05400,0.05000,1.42647,0.00000,1.52647,1.80000
0.05500,0.05000,1.42695,0.00000,1.52695,1.80000
0.05600,0.05000,1.42743,0.00000,1.52743,1.80000
0.05700,0.05000,1.42791,0.00000,1.52791,1.80000
0.05800,0.05000,1.42839,0.00000,1.52839,1.80000
0.05900,0.05000,1.42886,0.00000,1.52886,1.80000
0.06000,0.05000,1.42934,0.00000,1.52934,1.80000
0.06100,0.05000,1.42982,0.00000,1.52982,1.80000
0.06200,0.05000,1.43030,0.00000,1.53030,1.80000
0.06300,0.05000,1.43077,0.00000,1.53077,1.80000
0.06400,0.05000,1.43125,0.00000,1.53125,1.80000
0.06500,0.05000,1.43173,0.00000,1.53173,1.80000
0.06600,0.05000,1.43220,0.00000,1.53220,1.80000
0.06700,0.05000,1.43268,0.00000,1.53268,1.80000
0.06800,0.05000,1.43315,0.00000,1.53315,1.80000
0.06900,0.05000,1.43363,0.00000,1.53363,1.80000
0.07000,0.05000,1.43410,0.00000,1.53410,1.80000
0.07100,0.05000,1.43458,0.00000,1.53458,1.80000
0.07200,0.05000,1.43505,0.00000,1.53505,1.80000
0.07300,0.05000,1.43552,0.00000,1.53552,1.80000
0.07400,0.05000,1.43600,0.00000,1.53600,1.80000
0.07500,0.05000,1.43647,0.00000,1.53647,1.80000
0.07600,0.05000,1.43694,0.00000,1.53694,1.80000
0.07700,0.05000,1.43741,0.00000,1.53741,1.80000
0.07800,0.05000,1.43788,0.00000,1.53788,1.80000
0.07900,0.05000,1.43835,0.00000,1.53835,1.80000
0.08000,0.05000,1.43882,0.00000,1.53882,1.80000
0.08100,0.05000,1.43929,0.00000,1.53929,1.80000
0.08200,0.05000,1.43976,0.00000,1.53976,1.80000
0.08300,0.05000,1.44023,0.00000,1.54023,1.80000
0.08400,0.05000,1.44070,0.00000,1.54070,1.80000
0.08500,0.05000,1.44117,0.00000,1.54117,1.80000
0.08600,0.05000,1.44164,0.00000,1.54164,1.80000
0.08700,0.05000,1.44211,0.00000,1.54211,1.80000
0.08800,0.05000,1.44257,0.00000,1.54257,1.80000
0.08900,0.05000,1.44304,0.00000,1.54304,1.80000
0.09000,0.05000,1.44351,0.00000,1.54351,1.80000
0.09100,0.05000,1.44397,0.00000,1.54397,1.80000
0.09200,0.05000,1.44444,0.00000,1.54444,1.80000
0.09300,0.05000,1.44491,0.00000,1.54491,1.80000
0.09400,0.05000,1.44537,0.00000,1.54537,1.80000
0.09500,0.05000,1.44583,0.00000,1.54583,1.80000
0.09600,0.05000,1.44630,0.00000,1.54630,1.80000
0.09700,0.05000,1.44676,0.00000,1.54676,1.80000
0.09800,0.05000,1.44723,0.00000,1.54723,1.80000
0.09900,0.05000,1.44769,0.00000,1.54769,1.80000
0.10000,0.05000,1.44815,0.00000,1.54815,1.80000
0.10100,0.05000,1.44861,0.00000,1.54861,1.80000
0.10200,0.05000,1.44908,0.00000,1.54908,1.80000
0.10300,0.05000,1.44954,0.00000,1.54954,1.80000
0.10400,0.05000,1.45000,0.00000,1.55000,1.80000
0.10500,0.05000,1.45046,0.00000,1.55046,1.80000
0.10600,0.05000,1.45092,0.00000,1.55092,1.80000
0.10700,0.05000,1.45138,0.00000,1.55138,1.80000
0.10800,0.05000,1.45184,0.00000,1.55184,1.80000
0.10900,0.05000,1.45230,0.00000,1.55230,1.80000
0.11000,0.05000,1.45276,0.00000,1.55276,1.80000
0.11100,0.05000,1.45321,0.00000,1.55321,1.80000
0.11200,0.05000,1.45367,0.00000,1.55367,1.80000
0.11300,0.05000,1.45413,0.00000,1.55413,1.80000
0.11400,0.05000,1.45459,0.00000,1.55459,1.80000
0.11500,0.05000,1.45504,0.00000,1.55504,1.80000
0.11600,0.05000,1.45550,0.00000,1.55550,1.80000
0.11700,0.05000,1.45595,0.00000,1.55595,1.80000
0.11800,0.05000,1.45641,0.00000,1.55641,1.80000
0.11900,0.05000,1.45686,0.00000,1.55686,1.80000
0.12000,0.05000,1.45732,0.00000,1.55732,1.80000
0.12100,0.05000,1.45777,0.00000,1.55777,1.80000
0.12200,0.05000,1.45823,0.00000,1.55823,1.80000
0.12300,0.05000,1.45868,0.00000,1.55868,1.80000
0.12400,0.05000,1.45913,0.00000,1.55913,1.80000
0.12500,0.05000,1.45959,0.00000,1.55959,1.80000
0.12600,0.05000,1.46004,0.00000,1.56004,1.80000
0.12700,0.05000,1.46049,0.00000,1.56049,1.80000
0.12800,0.05000,1.46094,0.00000,1.56094,1.80000
0.12900,0.05000,1.46139,0.00000,1.56139,1.80000
0.13000,0.05000,1.46184,0.00000,1.56184,1.80000
0.13100,0.05000,1.46229,0.00000,1.56229,1.80000
0.13200,0.05000,1.46274,0.00000,1.56274,1.80000
0.13300,0.05000,1.46319,0.00000,1.56319,1.80000
0.13400,0.05000,1.46364,0.00000,1.56364,1.80000
0.13500,0.05000,1.46409,0.00000,1.56409,1.80000
0.13600,0.05000,1.46454,0.00000,1.56454,1.80000
0.13700,0.05000,1.46498,0.00000,1.56498,1.80000
0.13800,0.05000,1.46543,0.00000,1.56543,1.80000
0.13900,0.05000,1.46588,0.00000,1.56588,1.80000
0.14000,0.05000,1.46632,0.00000,1.56632,1.80000
0.14100,0.05000,1.46677,0.00000,1.56677,1.80000
0.14200,0.05000,1.46722,0.00000,1.56722,1.80000
0.14300,0.05000,1.46766,0.00000,1.56766,1.80000
0.14400,0.05000,1.46811,0.00000,1.56811,1.80000
0.14500,0.05000,1.46855,0.00000,1.56855,1.80000
0.14600,0.05000,1.46899,0.00000,1.56899,1.80000
0.14700,0.05000,1.46944,0.00000,1.56944,1.80000
0.14800,0.05000,1.46988,0.00000,1.56988,1.80000
0.14900,0.05000,1.47032,0.00000,1.57032,1.80000
0.15000,0.05000,1.47076,0.00000,1.57076,1.80000
0.15100,0.05000,1.47121,0.00000,1.57121,1.80000
0.15200,0.05000,1.47165,0.00000,1.57165,1.80000
0.15300,0.05000,1.47209,0.00000,1.57209,1.80000
0.15400,0.05000,1.47253,0.00000,1.57253,1.80000
0.15500,0.05000,1.47297,0.00000,1.57297,1.80000
0.15600,0.05000,1.47341,0.00000,1.57341,1.80000
0.15700,0.05000,1.47385,0.00000,1.57385,1.80000
0.15800,0.05000,1.47429,0.00000,1.57429,1.80000
0.15900,0.05000,1.47472,0.00000,1.57472,1.80000
0.16000,0.05000,1.47516,0.00000,1.57516,1.80000
0.16100,0.05000,1.47560,0.00000,1.57560,1.80000
0.16200,0.05000,1.47604,0.00000,1.57604,1.80000
0.16300,0.05000,1.47647,0.00000,1.57647,1.80000
0.16400,0.05000,1.47691,0.00000,1.57691,1.80000
0.16500,0.05000,1.47735,0.00000,1.57735,1.80000
0.16600,0.05000,1.47778,0.00000,1.57778,1.80000
0.16700,0.05000,1.47822,0.00000,1.57822,1.80000
0.16800,0.05000,1.47865,0.00000,1.57865,1.80000
0.16900,0.05000,1.47908,0.00000,1.57908,1.80000
0.17000,0.05000,1.47952,0.00000,1.57952,1.80000
0.17100,0.05000,1.47995,0.00000,1.57995,1.80000
0.17200,0.05000,1.48038,0.00000,1.58038,1.80000
0.17300,0.05000,1.48082,0.00000,1.58082,1.80000
0.17400,0.05000,1.48125,0.00000,1.58125,1.80000
0.17500,0.05000,1.48168,0.00000,1.58168,1.80000
0.17600,0.05000,1.48211,0.00000,1.58211,1.80000
0.17700,0.05000,1.48254,0.00000,1.58254,1.80000
0.17800,0.05000,1.48297,0.00000,1.58297,1.80000
0.17900,0.05000,1.48340,0.00000,1.58340,1.80000
0.18000,0.05000,1.48383,0.00000,1.58383,1.80000
0.18100,0.05000,1.48426,0.00000,1.58426,1.80000
0.18200,0.05000,1.48469,0.00000,1.58469,1.80000
0.18300,0.05000,1.48512,0.00000,1.58512,1.80000
0.18400,0.05000,1.48554,0.00000,1.58554,1.80000
0.18500,0.05000,1.48597,0.00000,1.58597,1.80000
0.18600,0.05000,1.48640,0.00000,1.58640,1.80000
0.18700,0.05000,1.48682,0.00000,1.58682,1.80000
0.18800,0.05000,1.48725,0.00000,1.58725,1.80000
0.18900,0.05000,1.48767,0.00000,1.58767,1.80000
0.19000,0.05000,1.48810,0.00000,1.58810,1.80000
0.19100,0.05000,1.48852,0.00000,1.58852,1.80000
0.19200,0.05000,1.48895,0.00000,1.58895,1.80000
0.19300,0.05000,1.48937,0.00000,1.58937,1.80000
0.19400,0.05000,1.48979,0.00000,1.58979,1.80000
0.19500,0.05000,1.49022,0.00000,1.59022,1.80000
0.19600,0.05000,1.49064,0.00000,1.59064,1.80000
0.19700,0.05000,1.49106,0.00000,1.59106,1.80000
0.19800,0.05000,1.49148,0.00000,1.59148,1.80000
0.19900,0.05000,1.49190,0.00000,1.59190,1.80000
0.20000,0.05000,1.49232,0.00000,1.59232,1.80000
0.20100,0.05000,1.49275,0.00000,1.59275,1.80000
0.20200,0.05000,1.49316,0.00000,1.59316,1.80000
0.20300,0.05000,1.49358,0.00000,1.59358,1.80000
0.20400,0.05000,1.49400,0.00000,1.59400,1.80000
0.20500,0.05000,1.49442,0.00000,1.59442,1.80000
0.20600,0.05000,1.49484,0.00000,1.59484,1.80000
0.20700,0.05000,1.49526,0.00000,1.59526,1.80000
0.20800,0.05000,1.49567,0.00000,1.59567,1.80000
0.20900,0.05000,1.49609,0.00000,1.59609,1.80000
0.21000,0.05000,1.49651,0.00000,1.59651,1.80000
0.21100,0.05000,1.49692,0.00000,1.59692,1.80000
0.21200,0.05000,1.49734,0.00000,1.59734,1.80000
0.21300,0.05000,1.49775,0.00000,1.59775,1.80000
0.21400,0.05000,1.49817,0.00000,1.59817,1.80000
0.21500,0.05000,1.49858,0.00000,1.59858,1.80000
0.21600,0.05000,1.49899,0.00000,1.59899,1.80000
0.21700,0.05000,1.49941,0.00000,1.59941,1.80000
0.21800,0.05000,1.49941,0.00000,1.59941,1.80041
0.21900,0.05000,1.49941,0.00000,1.59941,1.80083
0.22000,0.05000,1.49941,0.00000,1.59941,1.80124
0.22100,0.05000,1.49940,0.00000,1.59940,1.80165
0.22200,0.05000,1.49940,0.00000,1.59940,1.80206
0.22300,0.05000,1.49940,0.00000,1.59940,1.80248
0.22400,0.05000,1.49940,0.00000,1.59940,1.80289
0.22500,0.05000,1.49940,0.00000,1.59940,1.80330
0.22600,0.05000,1.49939,0.00000,1.59939,1.80371
0.22700,0.05000,1.49939,0.00000,1.59939,1.80413
0.22800,0.05000,1.49938,0.00000,1.59938,1.80454
0.22900,0.05000,1.49938,0.00000,1.59938,1.80495
0.23000,0.05000,1.49937,0.00000,1.59937,1.80537
0.23100,0.05000,1.49937,0.00000,1.59937,1.80578
0.23200,0.05000,1.49936,0.00000,1.59936,1.80619
0.23300,0.05000,1.49936,0.00000,1.59936,1.80660
0.23400,0.05000,1.49935,0.00000,1.59935,1.80702
0.23500,0.05000,1.49934,0.00000,1.59934,1.80743
0.23600,0.05000,1.49933,0.00000,1.59933,1.80784
0.23700,0.05000,1.49933,0.00000,1.59933,1.80825
0.23800,0.05000,1.49932,0.00000,1.59932,1.80867
0.23900,0.05000,1.49931,0.00000,1.59931,1.80908
0.24000,0.05000,1.49930,0.00000,1.59930,1.80949
0.24100,0.05000,1.49929,0.00000,1.59929,1.80991
0.24200,0.05000,1.49928,0.00000,1.59928,1.81032
0.24300,0.05000,1.49927,0.00000,1.59927,1.81073
0.24400,0.05000,1.49925,0.00000,1.59925,1.81114
0.24500,0.05000,1.49924,0.00000,1.59924,1.81156
0.24600,0.05000,1.49923,0.00000,1.59923,1.81197
0.24700,0.05000,1.49922,0.00000,1.59922,1.81238
0.24800,0.05000,1.49920,0.00000,1.59920,1.81280
0.24900,0.05000,1.49919,0.00000,1.59919,1.81321
0.25000,0.05000,1.49918,0.00000,1.59918,1.81362
0.25100,0.05000,1.49916,0.00000,1.59916,1.81403
0.25200,0.05000,1.49915,0.00000,1.59915,1.81445
0.25300,0.05000,1.49913,0.00000,1.59913,1.81486
0.25400,0.05000,1.49912,0.00000,1.59912,1.81527
0.25500,0.05000,1.49910,0.00000,1.59910,1.81568
0.25600,0.05000,1.49908,0.00000,1.59908,1.81610
0.25700,0.05000,1.49907,0.00000,1.59907,1.81651
0.25800,0.05000,1.49905,0.00000,1.59905,1.81692
0.25900,0.05000,1.49903,0.00000,1.59903,1.81734
0.26000,0.05000,1.49901,0.00000,1.59901,1.81775
0.26100,0.05000,1.49899,0.00000,1.59899,1.81816
0.26200,0.05000,1.49897,0.00000,1.59897,1.81857
0.26300,0.05000,1.49895,0.00000,1.59895,1.81899
0.26400,0.05000,1.49893,0.00000,1.59893,1.81940
0.26500,0.05000,1.49891,0.00000,1.59891,1.81981
0.26600,0.05000,1.49889,0.00000,1.59889,1.82022
0.26700,0.05000,1.49887,0.00000,1.59887,1.82064
0.26800,0.05000,1.49885,0.00000,1.59885,1.82105
0.26900,0.05000,1.49882,0.00000,1.59882,1.82146
0.27000,0.05000,1.49880,0.00000,1.59880,1.82188
0.27100,0.05000,1.49878,0.00000,1.59878,1.82229
0.27200,0.05000,1.49875,0.00000,1.59875,1.82270
0.27300,0.05000,1.49873,0.00000,1.59873,1.82311
0.27400,0.05000,1.49870,0.00000,1.59870,1.82353
0.27500,0.05000,1.49868,0.00000,1.59868,1.82394
0.27600,0.05000,1.49865,0.00000,1.59865,1.82435
0.27700,0.05000,1.49862,0.00000,1.59862,1.82476
0.27800,0.05000,1.49860,0.00000,1.59860,1.82518
0.27900,0.05000,1.49857,0.00000,1.59857,1.82559
0.28000,0.05000,1.49854,0.00000,1.59854,1.82600
0.28100,0.05000,1.49852,0.00000,1.59852,1.82642
0.28200,0.05000,1.49849,0.00000,1.59849,1.82683
0.28300,0.05000,1.49846,0.00000,1.59846,1.82724
0.28400,0.05000,1.49843,0.00000,1.59843,1.82765
0.28500,0.05000,1.49840,0.00000,1.59840,1.82807
0.28600,0.05000,1.49837,0.00000,1.59837,1.82848
0.28700,0.05000,1.49834,0.00000,1.59834,1.82889
0.28800,0.05000,1.49831,0.00000,1.59831,1.82931
0.28900,0.05000,1.49827,0.00000,1.59827,1.82972
0.29000,0.05000,1.49824,0.00000,1.59824,1.83013
0.29100,0.05000,1.49821,0.00000,1.59821,1.83054
0.29200,0.05000,1.49818,0.00000,1.59818,1.83096
0.29300,0.05000,1.49814,0.00000,1.59814,1.83137
0.29400,0.05000,1.49811,0.00000,1.59811,1.83178
0.29500,0.05000,1.49808,0.00000,1.59808,1.83219
0.29600,0.05000,1.49804,0.00000,1.59804,1.83261
0.29700,0.05000,1.49801,0.00000,1.59801,1.83302
0.29800,0.05000,1.49797,0.00000,1.59797,1.83343
0.29900,0.05000,1.49793,0.00000,1.59793,1.83385
0.30000,0.05000,1.49790,0.00000,1.59790,1.83426
0.30100,0.05000,1.49786,0.00000,1.59786,1.83467
0.30200,0.05000,1.49782,0.00000,1.59782,1.83508
0.30300,0.05000,1.49778,0.00000,1.59778,1.83550
0.30400,0.05000,1.49775,0.00000,1.59775,1.83591
0.30500,0.05000,1.49771,0.00000,1.59771,1.83632
0.30600,0.05000,1.49767,0.00000,1.59767,1.83673
0.30700,0.05000,1.49763,0.00000,1.59763,1.83715
0.30800,0.05000,1.49759,0.00000,1.59759,1.83756
0.30900,0.05000,1.49755,0.00000,1.59755,1.83797
0.31000,0.05000,1.49751,0.00000,1.59751,1.83839
0.31100,0.05000,1.49747,0.00000,1.59747,1.83880
0.31200,0.05000,1.49742,0.00000,1.59742,1.83921
0.31300,0.05000,1.49738,0.00000,1.59738,1.83962
0.31400,0.05000,1.49734,0.00000,1.59734,1.84004
0.31500,0.05000,1.49729,0.00000,1.59729,1.84045
0.31600,0.05000,1.49725,0.00000,1.59725,1.84086
0.31700,0.05000,1.49721,0.00000,1.59721,1.84127
0.31800,0.05000,1.49716,0.00000,1.59716,1.84169
0.31900,0.05000,1.49712,0.00000,1.59712,1.84210
0.32000,0.05000,1.49707,0.00000,1.59707,1.84251
0.32100,0.05000,1.49703,0.00000,1.59703,1.84293
0.32200,0.05000,1.49698,0.00000,1.59698,1.84334
0.32300,0.05000,1.49693,0.00000,1.59693,1.84375
0.32400,0.05000,1.49688,0.00000,1.59688,1.84416
0.32500,0.05000,1.49684,0.00000,1.59684,1.84458
0.32600,0.05000,1.49679,0.00000,1.59679,1.84499
0.32700,0.05000,1.49674,0.00000,1.59674,1.84540
0.32800,0.05000,1.49669,0.00000,1.59669,1.84581
0.32900,0.05000,1.49664,0.00000,1.59664,1.84623
0.33000,0.05000,1.49659,0.00000,1.59659,1.84664
0.33100,0.05000,1.49654,0.00000,1.59654,1.84705
0.33200,0.05000,1.49649,0.00000,1.59649,1.84747
0.33300,0.05000,1.49644,0.00000,1.59644,1.84788
0.33400,0.05000,1.49639,0.00000,1.59639,1.84829
0.33500,0.05000,1.49633,0.00000,1.59633,1.84870
0.33600,0.05000,1.49628,0.00000,1.59628,1.84912
0.33700,0.05000,1.49623,0.00000,1.59623,1.84953
0.33800,0.05000,1.49618,0.00000,1.59618,1.84994
0.33900,0.05000,1.49612,0.00000,1.59612,1.85036
0.34000,0.05000,1.49607,0.00000,1.59607,1.85077
0.34100,0.05000,1.49601,0.00000,1.59601,1.85118
0.34200,0.05000,1.49596,0.00000,1.59596,1.85159
0.34300,0.05000,1.49590,0.00000,1.59590,1.85201
0.34400,0.05000,1.49584,0.00000,1.59584,1.85242
0.34500,0.05000,1.49579,0.00000,1.59579,1.85283
0.34600,0.05000,1.49573,0.00000,1.59573,1.85324
0.34700,0.05000,1.49567,0.00000,1.59567,1.85366
0.34800,0.05000,1.49562,0.00000,1.59562,1.85407
0.34900,0.05000,1.49556,0.00000,1.59556,1.85448
0.35000,0.05000,1.49550,0.00000,1.59550,1.85490
0.35100,0.05000,1.49544,0.00000,1.59544,1.85531
0.35200,0.05000,1.49538,0.00000,1.59538,1.85572
0.35300,0.05000,1.49532,0.00000,1.59532,1.85613
0.35400,0.05000,1.49526,0.00000,1.59526,1.85655
0.35500,0.05000,1.49520,0.00000,1.59520,1.85696
0.35600,0.05000,1.49514,0.00000,1.59514,1.85737
0.35700,0.05000,1.49507,0.00000,1.59507,1.85778
0.35800,0.05000,1.49501,0.00000,1.59501,1.85820
0.35900,0.05000,1.49495,0.00000,1.59495,1.85861
0.36000,0.05000,1.49488,0.00000,1.59488,1.85902
0.36100,0.05000,1.49482,0.00000,1.59482,1.85944
0.36200,0.05000,1.49476,0.00000,1.59476,1.85985
0.36300,0.05000,1.49469,0.00000,1.59469,1.86026
0.36400,0.05000,1.49463,0.00000,1.59463,1.86067
0.36500,0.05000,1.49456,0.00000,1.59456,1.86109
0.36600,0.05000,1.49449,0.00000,1.59449,1.86150
0.36700,0.05000,1.49443,0.00000,1.59443,1.86191
0.36800,0.05000,1.49436,0.00000,1.59436,1.86232
0.36900,0.05000,1.49429,0.00000,1.59429,1.86274
0.37000,0.05000,1.49423,0.00000,1.59423,1.86315
0.37100,0.05000,1.49416,0.00000,1.59416,1.86356
0.37200,0.05000,1.49409,0.00000,1.59409,1.86398
0.37300,0.05000,1.49402,0.00000,1.59402,1.86439
0.37400,0.05000,1.49395,0.00000,1.59395,1.86480
0.37500,0.05000,1.49388,0.00000,1.59388,1.86521
0.37600,0.05000,1.49381,0.00000,1.59381,1.86563
0.37700,0.05000,1.49374,0.00000,1.59374,1.86604
0.37800,0.05000,1.49367,0.00000,1.59367,1.86645
0.37900,0.05000,1.49360,0.00000,1.59360,1.86687
0.38000,0.05000,1.49352,0.00000,1.59352,1.86728
0.38100,0.05000,1.49345,0.00000,1.59345,1.86769
0.38200,0.05000,1.49338,0.00000,1.59338,1.86810
0.38300,0.05000,1.49330,0.00000,1.59330,1.86852
0.38400,0.05000,1.49323,0.00000,1.59323,1.86893
0.38500,0.05000,1.49316,0.00000,1.59316,1.86934
0.38600,0.05000,1.49308,0.00000,1.59308,1.86975
0.38700,0.05000,1.49301,0.00000,1.59301,1.87017
0.38800,0.05000,1.49293,0.00000,1.59293,1.87058
0.38900,0.05000,1.49285,0.00000,1.59285,1.87099
0.39000,0.05000,1.49278,0.00000,1.59278,1.87141
0.39100,0.05000,1.49270,0.00000,1.59270,1.87182
0.39200,0.05000,1.49262,0.00000,1.59262,1.87223
0.39300,0.05000,1.49254,0.00000,1.59254,1.87264
0.39400,0.05000,1.49247,0.00000,1.59247,1.87306
0.39500,0.05000,1.49239,0.00000,1.59239,1.87347
0.39600,0.05000,1.49231,0.00000,1.59231,1.87388
0.39700,0.05000,1.49223,0.00000,1.59223,1.87429
0.39800,0.05000,1.49215,0.00000,1.59215,1.87471
0.39900,0.05000,1.49207,0.00000,1.59207,1.87512
0.40000,0.05000,1.49199,0.00000,1.59199,1.87553
0.40100,0.05000,1.49190,0.00000,1.59190,1.87595
0.40200,0.05000,1.49182,0.00000,1.59182,1.87636
0.40300,0.05000,1.49174,0.00000,1.59174,1.87677
0.40400,0.05000,1.49166,0.00000,1.59166,1.87718
0.40500,0.05000,1.49157,0.00000,1.59157,1.87760
0.40600,0.05000,1.49149,0.00000,1.59149,1.87801
0.40700,0.05000,1.49141,0.00000,1.59141,1.87842
0.40800,0.05000,1.49132,0.00000,1.59132,1.87883
0.40900,0.05000,1.49124,0.00000,1.59124,1.87925
0.41000,0.05000,1.49115,0.00000,1.59115,1.87966
0.41100,0.05000,1.49106,0.00000,1.59106,1.88007
0.41200,0.05000,1.49098,0.00000,1.59098,1.88049
0.41300,0.05000,1.49089,0.00000,1.59089,1.88090
0.41400,0.05000,1.49080,0.00000,1.59080,1.88131
0.41500,0.05000,1.49072,0.00000,1.59072,1.88172
0.41600,0.05000,1.49063,0.00000,1.59063,1.88214
0.41700,0.05000,1.49054,0.00000,1.59054,1.88255
0.41800,0.05000,1.49045,0.00000,1.59045,1.88296
0.41900,0.05000,1.49036,0.00000,1.59036,1.88338
0.42000,0.05000,1.49027,0.00000,1.59027,1.88379
0.42100,0.05000,1.49018,0.00000,1.59018,1.88420
0.42200,0.05000,1.49009,0.00000,1.59009,1.88461
0.42300,0.05000,1.49000,0.00000,1.59000,1.88503
0.42400,0.05000,1.48991,0.00000,1.58991,1.88544
0.42500,0.05000,1.48981,0.00000,1.58981,1.88585
0.42600,0.05000,1.48972,0.00000,1.58972,1.88626
0.42700,0.05000,1.48963,0.00000,1.58963,1.88668
0.42800,0.05000,1.48954,0.00000,1.58954,1.88709
0.42900,0.05000,1.48944,0.00000,1.58944,1.88750
0.43000,0.05000,1.48935,0.00000,1.58935,1.88792
0.43100,0.05000,1.48925,0.00000,1.58925,1.88833
0.43200,0.05000,1.48916,0.00000,1.58916,1.88874
0.43300,0.05000,1.48906,0.00000,1.58906,1.88915
0.43400,0.05000,1.48897,0.00000,1.58897,1.88957
0.43500,0.05000,1.48887,0.00000,1.58887,1.88998
0.43600,0.05000,1.48877,0.00000,1.58877,1.89039
0.43700,0.05000,1.48867,0.00000,1.58867,1.89080
0.43800,0.05000,1.48858,0.00000,1.58858,1.89122
0.43900,0.05000,1.48848,0.00000,1.58848,1.89163
0.44000,0.05000,1.48838,0.00000,1.58838,1.89204
0.44100,0.05000,1.48828,0.00000,1.58828,1.89246
0.44200,0.05000,1.48818,0.00000,1.58818,1.89287
0.44300,0.05000,1.48808,0.00000,1.58808,1.89328
0.44400,0.05000,1.48798,0.00000,1.58798,1.89369
0.44500,0.05000,1.48788,0.00000,1.58788,1.89411
0.44600,0.05000,1.48778,0.00000,1.58778,1.89452
0.44700,0.05000,1.48768,0.00000,1.58768,1.89493
0.44800,0.05000,1.48757,0.00000,1.58757,1.89534
0.44900,0.05000,1.48747,0.00000,1.58747,1.89576
0.45000,0.05000,1.48737,0.00000,1.58737,1.89617
0.45100,0.05000,1.48726,0.00000,1.58726,1.89658
0.45200,0.05000,1.48716,0.00000,1.58716,1.89700
0.45300,0.05000,1.48706,0.00000,1.58706,1.89741
0.45400,0.05000,1.48695,0.00000,1.58695,1.89782
0.45500,0.05000,1.48685,0.00000,1.58685,1.89823
0.45600,0.05000,1.48674,0.00000,1.58674,1.89865
0.45700,0.05000,1.48663,0.00000,1.58663,1.89906
0.45800,0.05000,1.48653,0.00000,1.58653,1.89947
0.45900,0.05000,1.48642,0.00000,1.58642,1.89988
0.46000,0.05000,1.48631,0.00000,1.58631,1.90030
0.46100,0.05000,1.48621,0.00000,1.58621,1.90071
0.46200,0.05000,1.48610,0.00000,1.58610,1.90112
0.46300,0.05000,1.48599,0.00000,1.58599,1.90154
0.46400,0.05000,1.48588,0.00000,1.58588,1.90195
